concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
0,"""Canakinumab, Cisplatin, Pemetrexed""",Regimen,AZDELTA,Regimen,,KUUR_0000001580,2021-12-20,2099-12-31,
0,Canakinumab and Pemetrexed,Regimen,AZDELTA,Regimen,,KUUR_0000001581,2021-12-20,2099-12-31,
0,Atezolizumab and Pemetrexed,Regimen,AZDELTA,Regimen,,KUUR_ZH00000529,2021-12-20,2099-12-31,
0,"""Atezolizumab, Tiragolumab, Carboplatin, Etoposide""",Regimen,AZDELTA,Regimen,,KUUR_0000001962,2021-12-20,2099-12-31,
0,"""Atezolizumab, Tiragolumab, Carboplatin, Etoposide""",Regimen,AZDELTA,Regimen,,KUUR_0000001963,2021-12-20,2099-12-31,
0,Atezolizumab and Tiragolumab,Regimen,AZDELTA,Regimen,,KUUR_0000002061,2021-12-20,2099-12-31,
0,Necitumumab monotherapy,Regimen,AZDELTA,Regimen,,KUUR_ZH00001017,2021-12-20,2099-12-31,
0,Pembrolizumab/Placebo,Regimen,AZDELTA,Regimen,,KUUR_0000001437,2021-12-20,2099-12-31,
0,"""Pembrolizumab/Placebo, Cisplatin, Gemcitabine""",Regimen,AZDELTA,Regimen,,KUUR_0000001436,2021-12-20,2099-12-31,
0,"""Pembrolizumab/Placebo, Cisplatin, Pemetrexed""",Regimen,AZDELTA,Regimen,,KUUR_0000001483,2021-12-20,2099-12-31,
0,Atezolizumab and Paclitaxel,Regimen,AZDELTA,Regimen,,KUUR_0000001696,2021-12-20,2099-12-31,
0,Atezolizumab and Paclitaxel,Regimen,AZDELTA,Regimen,,KUUR_0000001697,2021-12-20,2099-12-31,
0,Durvalumab and Olaparib/Placebo,Regimen,AZDELTA,Regimen,,KUUR_0000001680,2021-12-20,2099-12-31,
0,"""Durvalumab, Carboplatin, Gemcitabine (GCb)""",Regimen,AZDELTA,Regimen,,KUUR_0000001676,2021-12-20,2099-12-31,
0,"""Durvalumab, Cisplatin, Gemcitabine (GCb)""",Regimen,AZDELTA,Regimen,,KUUR_0000001677,2021-12-20,2099-12-31,
0,"""Durvalumab, Pemetrexed, Carboplatin""",Regimen,AZDELTA,Regimen,,KUUR_0000001678,2021-12-20,2099-12-31,
0,"""Durvalumab, Pemetrexed, Cisplatin""",Regimen,AZDELTA,Regimen,,KUUR_0000001679,2021-12-20,2099-12-31,
0,Amphotericin B monotherapy,Regimen,AZDELTA,Regimen,,KUUR_0000001745,2021-12-20,2099-12-31,
0,Ganciclovir monotherapy,Regimen,AZDELTA,Regimen,,KUUR_ZH00001034,2021-12-20,2099-12-31,
0,Filgastrim monotherapy,Regimen,AZDELTA,Regimen,,KUUR_0000001854,2021-12-20,2099-12-31,
0,Filgastrim monotherapy,Regimen,AZDELTA,Regimen,,KUUR_0000001855,2021-12-20,2099-12-31,
0,Remdesivir monotherapy,Regimen,AZDELTA,Regimen,,KUUR_0000001987,2021-12-20,2099-12-31,
0,PDC*lung 7 000 000 cells,Regimen,AZDELTA,Regimen,,KUUR_0000002011,2021-12-20,2099-12-31, 
0,PDC*lung 70 000 000 cells,Regimen,AZDELTA,Regimen,,KUUR_0000002012,2021-12-20,2099-12-31, 
0,Spartalizumab maintenance,Regimen,AZDELTA,Regimen,,KUUR_0000001362,2021-12-20,2099-12-31, 
0,M7824/Durvalumab,Regimen,AZDELTA,Regimen,,KUUR_0000002161,2021-12-20,2099-12-31, 
0,"M7824/Placebo, Cisplatin,Pemetrexed",Regimen,AZDELTA,Regimen,,KUUR_0000002160,2021-12-20,2099-12-31, 
0,Pembrolizumab - Folfox,Regimen,AZDELTA,Regimen,,KUUR_0000002248,2022-04-29,2099-12-31,
0,Nivolumab and Pemetrexed,Regimen,AZDELTA,Regimen,,KUUR_ZH00000521,2022-04-29,2099-12-31,
