sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
AWELL_TX_initial_peroral_topotecan,Peroral topotecan,-1,,0.78,APPROVED,EQUAL,Louise,1643373718327,35804433,Topotecan monotherapy,Regimen,MAPS_TO,,Louise,1643373716981,
AWELL_TX_initial_cisplatinum_etoposide,Cisplatinum etoposide,-1,,0.73,APPROVED,EQUAL,Louise,1643373929073,35805329,Cisplatin and Etoposide (EP),Regimen,MAPS_TO,,Louise,1643373928318,
AWELL_TX_initial_carboplatinum_paclitaxel,Carboplatinum paclitaxel,-1,,0.87,APPROVED,EQUAL,Louise,1643373957985,35803572,Carboplatin and Paclitaxel (CP),Regimen,MAPS_TO,,Louise,1643373957298,
AWELL_TX_initial_carboplatinum_pemetrexed,Carboplatinum pemetrexed,-1,,0.87,APPROVED,EQUAL,Louise,1643373943581,35806172,Carboplatin and Pemetrexed,Regimen,MAPS_TO,,Louise,1643373942836,
AWELL_TX_initial_carboplatinum_etoposide,Carboplatinum etoposide,-1,,0.81,APPROVED,EQUAL,Louise,1643374094301,35806400,Carboplatin and Etoposide (CE),Regimen,MAPS_TO,,Louise,1643374091537,
AWELL_TX_EARLY_STAGE_LUNGCANCER_CHIRURGIE,Early stage longkanker: chirurgie,-1,,0.42,APPROVED,EQUAL,Louise,1643378083743,32939,Cancer Surgery,Episode,MAPS_TO,,Louise,1643378082343,
AWELL_TX_initial_docetaxel_mono_3w,Docetaxel mono 3w,-1,,0.61,APPROVED,EQUAL,Louise,1643373884801,35804162,Docetaxel monotherapy,Regimen,MAPS_TO,,Louise,1643373884185,
AWELL_TX_EARLY_STAGE_LUNGCANCER_RADIOTHERAPIE,Early stage longkanker: radiotherapie,-1,,0.42,APPROVED,EQUAL,Louise,1643374535821,32940,Cancer Radiotherapy,Episode,MAPS_TO,,Louise,1643374529279,
AWELL_TX_initial_targeted_egfr_tki,Targeted egfr tki,-1,,0.34,UNCHECKED,UNREVIEWED,,0,3014675,Epidermal growth factor receptor [Moles/mass] in Tissue,Measurement,MAPS_TO,,<auto>,1643373587905,
AWELL_choose_treatment_initial_targeted_egfr_tki,Targeted egfr tki,-1,,0.34,UNCHECKED,UNREVIEWED,,0,3014675,Epidermal growth factor receptor [Moles/mass] in Tissue,Measurement,MAPS_TO,,<auto>,1643373587905,
AWELL_TX_initial_cisplatinum_gemcitabine,Cisplatinum gemcitabine,-1,,0.80,APPROVED,EQUAL,Louise,1643373920552,35803575,Cisplatin and Gemcitabine (GC),Regimen,MAPS_TO,,Louise,1643373919662,
AWELL_TX_initial_carboplatinum_navelbine,Carboplatinum navelbine,-1,,0.64,APPROVED,EQUAL,Louise,1643374029808,35806405,Carboplatin and Vinorelbine,Regimen,MAPS_TO,,Louise,1643374029191,
AWELL_TX_initial_carboplatinum_paclitaxel_weekly,Carboplatinum paclitaxel weekly,-1,,0.78,APPROVED,EQUAL,Louise,1643373952458,35803572,Carboplatin and Paclitaxel (CP),Regimen,MAPS_TO,,Louise,1643373951742,
AWELL_TX_initial_docetaxel_mono_weekly,Docetaxel mono weekly,-1,,0.68,APPROVED,EQUAL,Louise,1643373877774,35804162,Docetaxel monotherapy,Regimen,MAPS_TO,,Louise,1643373877312,
AWELL_TX_initial_cisplatinum_pemetrexed,Cisplatinum pemetrexed,-1,,0.86,APPROVED,EQUAL,Louise,1643373905768,35806173,Cisplatin and Pemetrexed,Regimen,MAPS_TO,,Louise,1643373904952,
AWELL_TX_no_treatment_with_weekly_follow_up,Geen behandeling (wekelijkse vragenlijst + EORTC week 6),-1,,0.24,APPROVED,EQUAL,Louise,1643375689253,45876661,No treatment given,Meas Value,MAPS_TO,,Louise,1643375682413,
AWELL_TREATINT_2,Palliatief (inc. ablatieve behandeling voor oligometastatische ziekte),-1,,0.18,APPROVED,EQUAL,Louise,1643375356321,4179711,Palliative intent,Observation,MAPS_TO,,Louise,1643375354872,
