sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:AdditionalInformation,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
AWELL_EORTCQLQC30_Q28_A_bit,A bit,282,,Has your physical condition or medical treatment caused you finullcial difficulties?,0.63,APPROVED,EQUAL,Louise,1637336677384,45876949,A little,Meas Value,MAPS_TO,,Louise,1637336671991,
AWELL_EORTCQLQC30_Q05_Very_much,Very much,45,,'Do you need help with eating,1.00,APPROVED,EQUAL,Louise,1637336625439,45885256,Very much,Meas Value,MAPS_TO,,<auto>,1637336568295,
AWELL_EORTCQLQC30_Q29_6,6,224,,How would you rate your overall health during the past week?,0.0,APPROVED,EQUAL,Louise,0,45878254,6,,MAPS_TO,,Louise,0,
AWELL_EORTCQLQC30_Q02_Very_much,Very much,334,,Do you have any trouble taking a long walk?,1.00,APPROVED,EQUAL,Louise,1637336625439,45885256,Very much,Meas Value,MAPS_TO,,<auto>,1637336568384,
AWELL_EORTCQLQC30_Q09_Very_much,Very much,74,,Have you had pain?,1.00,APPROVED,EQUAL,Louise,1637336625439,45885256,Very much,Meas Value,MAPS_TO,,<auto>,1637336568401,
AWELL_EORTCQLQC30_Q18_Very_much,Very much,144,,Were you tired?,1.00,APPROVED,EQUAL,Louise,1637336625439,45885256,Very much,Meas Value,MAPS_TO,,<auto>,1637336568413,
AWELL_EORTCQLQC30_Q12_Very_much,Very much,79,,Have you felt weak?,1.00,APPROVED,EQUAL,Louise,1637336625439,45885256,Very much,Meas Value,MAPS_TO,,<auto>,1637336568505,
AWELL_EORTCQLQC30_Q21_Very_much,Very much,36,,Did you feel tense?,1.00,APPROVED,EQUAL,Louise,1637336625439,45885256,Very much,Meas Value,MAPS_TO,,<auto>,1637336568528,
AWELL_EORTCQLQC30_Q28_Very_much,Very much,16,,Has your physical condition or medical treatment caused you finullcial difficulties?,1.00,APPROVED,EQUAL,Louise,1637336625439,45885256,Very much,Meas Value,MAPS_TO,,<auto>,1637336568551,
AWELL_EORTCQLQC30_Q08_Very_much,Very much,107,,Were you short of breath?,1.00,APPROVED,EQUAL,Louise,1637336625439,45885256,Very much,Meas Value,MAPS_TO,,<auto>,1637336568602,
AWELL_EORTCQLQC30_Q09_Quite,Quite,208,,Have you had pain?,0.65,APPROVED,EQUAL,Louise,1637336646719,45884456,Quite a bit,Meas Value,MAPS_TO,,Louise,1637336641144,
AWELL_EORTCQLQC30_Q02_Quite,Quite,471,,Do you have any trouble taking a long walk?,0.65,APPROVED,EQUAL,Louise,1637336646719,45884456,Quite a bit,Meas Value,MAPS_TO,,Louise,1637336641144,
AWELL_EORTCQLQC30_Q01_Not_at_all,Not at all,335,,'Do you have any trouble doing strenuous activities,1.00,APPROVED,EQUAL,Louise,1637336653055,45883172,Not at all,Meas Value,MAPS_TO,,<auto>,1637336569223,
AWELL_EORTCQLQC30_Q04_Quite,Quite,199,,Do you need to stay in bed or a chair during the day?,0.65,APPROVED,EQUAL,Louise,1637336646719,45884456,Quite a bit,Meas Value,MAPS_TO,,Louise,1637336641144,
AWELL_EORTCQLQC30_Q28_Quite,Quite,61,,Has your physical condition or medical treatment caused you finullcial difficulties?,0.65,APPROVED,EQUAL,Louise,1637336646719,45884456,Quite a bit,Meas Value,MAPS_TO,,Louise,1637336641144,
AWELL_EORTCQLQC30_Q21_Quite,Quite,152,,Did you feel tense?,0.65,APPROVED,EQUAL,Louise,1637336646719,45884456,Quite a bit,Meas Value,MAPS_TO,,Louise,1637336641144,
AWELL_EORTCQLQC30_Q12_Quite,Quite,260,,Have you felt weak?,0.65,APPROVED,EQUAL,Louise,1637336646719,45884456,Quite a bit,Meas Value,MAPS_TO,,Louise,1637336641144,
AWELL_EORTCQLQC30_Q08_Quite,Quite,301,,Were you short of breath?,0.65,APPROVED,EQUAL,Louise,1637336646719,45884456,Quite a bit,Meas Value,MAPS_TO,,Louise,1637336641144,
AWELL_EORTCQLQC30_Q15_Not_at_all,Not at all,1461,,Have you vomited?,1.00,APPROVED,EQUAL,Louise,1637336653055,45883172,Not at all,Meas Value,MAPS_TO,,<auto>,1637336569656,
AWELL_EORTCQLQC30_Q04_Not_at_all,Not at all,874,,Do you need to stay in bed or a chair during the day?,1.00,APPROVED,EQUAL,Louise,1637336653055,45883172,Not at all,Meas Value,MAPS_TO,,<auto>,1637336569656,
AWELL_EORTCQLQC30_Q01_A_bit,A bit,579,,'Do you have any trouble doing strenuous activities,0.63,APPROVED,EQUAL,Louise,1637336677384,45876949,A little,Meas Value,MAPS_TO,,Louise,1637336671991,
AWELL_EORTCQLQC30_Q12_Not_at_all,Not at all,677,,Have you felt weak?,1.00,APPROVED,EQUAL,Louise,1637336653055,45883172,Not at all,Meas Value,MAPS_TO,,<auto>,1637336569785,
AWELL_EORTCQLQC30_Q03_Not_at_all,Not at all,769,,Do you have any trouble taking a short walk outside of the house?,1.00,APPROVED,EQUAL,Louise,1637336653055,45883172,Not at all,Meas Value,MAPS_TO,,<auto>,1637336569801,
AWELL_EORTCQLQC30_Q08_Not_at_all,Not at all,491,,Were you short of breath?,1.00,APPROVED,EQUAL,Louise,1637336653055,45883172,Not at all,Meas Value,MAPS_TO,,<auto>,1637336569846,
AWELL_EORTCQLQC30_Q10_Not_at_all,Not at all,241,,Did you need to rest?,1.00,APPROVED,EQUAL,Louise,1637336653055,45883172,Not at all,Meas Value,MAPS_TO,,<auto>,1637336569898,
AWELL_EORTCQLQC30_Q01_Very_much,Very much,235,,'Do you have any trouble doing strenuous activities,1.00,APPROVED,EQUAL,Louise,1637336625439,45885256,Very much,Meas Value,MAPS_TO,,<auto>,1637336569983,
AWELL_EORTCQLQC30_Q29_2,2,61,,How would you rate your overall health during the past week?,0.0,APPROVED,EQUAL,Louise,0,45878148,2,,MAPS_TO,,Louise,0,
AWELL_EORTCQLQC30_Q04_A_bit,A bit,412,,Do you need to stay in bed or a chair during the day?,0.63,APPROVED,EQUAL,Louise,1637336677384,45876949,A little,Meas Value,MAPS_TO,,Louise,1637336671991,
AWELL_EORTCQLQC30_Q15_A_bit,A bit,84,,Have you vomited?,0.63,APPROVED,EQUAL,Louise,1637336677384,45876949,A little,Meas Value,MAPS_TO,,Louise,1637336671991,
AWELL_EORTCQLQC30_Q08_A_bit,A bit,672,,Were you short of breath?,0.63,APPROVED,EQUAL,Louise,1637336677384,45876949,A little,Meas Value,MAPS_TO,,Louise,1637336671991,
AWELL_EORTCQLQC30_Q03_A_bit,A bit,468,,Do you have any trouble taking a short walk outside of the house?,0.63,APPROVED,EQUAL,Louise,1637336677384,45876949,A little,Meas Value,MAPS_TO,,Louise,1637336671991,
AWELL_EORTCQLQC30_Q12_A_bit,A bit,550,,Have you felt weak?,0.63,APPROVED,EQUAL,Louise,1637336677384,45876949,A little,Meas Value,MAPS_TO,,Louise,1637336671991,
AWELL_EORTCQLQC30_Q16_Very_much,Very much,21,,Have you been constipated?,1.00,APPROVED,EQUAL,Louise,1637336625439,45885256,Very much,Meas Value,MAPS_TO,,<auto>,1637336570577,
AWELL_EORTCQLQC30_Q10_A_bit,A bit,683,,Did you need to rest?,0.63,APPROVED,EQUAL,Louise,1637336677384,45876949,A little,Meas Value,MAPS_TO,,Louise,1637336671991,
AWELL_EORTCQLQC30_Q29_3,3,245,,How would you rate your overall health during the past week?,0.0,APPROVED,EQUAL,Louise,0,45878305,3,,MAPS_TO,,Louise,0,
AWELL_EORTCQLQC30_Q15_Very_much,Very much,6,,Have you vomited?,1.00,APPROVED,EQUAL,Louise,1637336625439,45885256,Very much,Meas Value,MAPS_TO,,<auto>,1637336570777,
AWELL_EORTCQLQC30_Q04_Very_much,Very much,90,,Do you need to stay in bed or a chair during the day?,1.00,APPROVED,EQUAL,Louise,1637336625439,45885256,Very much,Meas Value,MAPS_TO,,<auto>,1637336570867,
AWELL_EORTCQLQC30_Q20_Very_much,Very much,39,,'Have you had difficulty in concentrating on things,1.00,APPROVED,EQUAL,Louise,1637336625439,45885256,Very much,Meas Value,MAPS_TO,,<auto>,1637336570901,
AWELL_EORTCQLQC30_Q03_Very_much,Very much,102,,Do you have any trouble taking a short walk outside of the house?,1.00,APPROVED,EQUAL,Louise,1637336625439,45885256,Very much,Meas Value,MAPS_TO,,<auto>,1637336570919,
AWELL_EORTCQLQC30_Q25_Very_much,Very much,25,,Have you had difficulty remembering things?,1.00,APPROVED,EQUAL,Louise,1637336625439,45885256,Very much,Meas Value,MAPS_TO,,<auto>,1637336570995,
AWELL_EORTCQLQC30_Q26_Quite,Quite,145,,Has your physical condition or medical treatment interfered with your family life?,0.65,APPROVED,EQUAL,Louise,1637336646719,45884456,Quite a bit,Meas Value,MAPS_TO,,Louise,1637336641144,
AWELL_EORTCQLQC30_Q24_Quite,Quite,122,,Did you feel depressed?,0.65,APPROVED,EQUAL,Louise,1637336646719,45884456,Quite a bit,Meas Value,MAPS_TO,,Louise,1637336641144,
AWELL_EORTCQLQC30_Q16_Quite,Quite,85,,Have you been constipated?,0.65,APPROVED,EQUAL,Louise,1637336646719,45884456,Quite a bit,Meas Value,MAPS_TO,,Louise,1637336641144,
AWELL_EORTCQLQC30_Q20_Quite,Quite,124,,'Have you had difficulty in concentrating on things,0.65,APPROVED,EQUAL,Louise,1637336646719,45884456,Quite a bit,Meas Value,MAPS_TO,,Louise,1637336641144,
AWELL_EORTCQLQC30_Q14_Quite,Quite,66,,Have you felt nauseated?,0.65,APPROVED,EQUAL,Louise,1637336646719,45884456,Quite a bit,Meas Value,MAPS_TO,,Louise,1637336641144,
AWELL_EORTCQLQC30_Q25_Quite,Quite,98,,Have you had difficulty remembering things?,0.65,APPROVED,EQUAL,Louise,1637336646719,45884456,Quite a bit,Meas Value,MAPS_TO,,Louise,1637336641144,
AWELL_EORTCQLQC30_Q11_Quite,Quite,198,,Have you had trouble sleeping?,0.65,APPROVED,EQUAL,Louise,1637336646719,45884456,Quite a bit,Meas Value,MAPS_TO,,Louise,1637336641144,
AWELL_EORTCQLQC30_Q30_7_(Excellent),7 (Excellent),69,,How would you rate your overall quality of life during the past week?,0.63,APPROVED,EQUAL,Louise,0,45878731,7,Meas Value,MAPS_TO,,<auto>,"1,64E+12",
AWELL_EORTCQLQC30_Q17_Not_at_all,Not at all,1271,,Have you had diarrhea?,1.00,APPROVED,EQUAL,Louise,1637336653055,45883172,Not at all,Meas Value,MAPS_TO,,<auto>,1637336571725,
AWELL_EORTCQLQC30_Q19_Not_at_all,Not at all,890,,Did pain interfere with your daily activities?,1.00,APPROVED,EQUAL,Louise,1637336653055,45883172,Not at all,Meas Value,MAPS_TO,,<auto>,1637336571783,
AWELL_EORTCQLQC30_Q23_Not_at_all,Not at all,881,,Did you feel irritable?,1.00,APPROVED,EQUAL,Louise,1637336653055,45883172,Not at all,Meas Value,MAPS_TO,,<auto>,1637336571886,
AWELL_EORTCQLQC30_Q06_Not_at_all,Not at all,519,,Were you limited in doing either your work or other daily activities?,1.00,APPROVED,EQUAL,Louise,1637336653055,45883172,Not at all,Meas Value,MAPS_TO,,<auto>,1637336571798,
AWELL_EORTCQLQC30_Q11_Not_at_all,Not at all,893,,Have you had trouble sleeping?,1.00,APPROVED,EQUAL,Louise,1637336653055,45883172,Not at all,Meas Value,MAPS_TO,,<auto>,1637336571922,
AWELL_EORTCQLQC30_Q30_5,5,515,,How would you rate your overall quality of life during the past week?,0.0,APPROVED,EQUAL,Louise,0,45878730,5,,MAPS_TO,,Louise,0,
AWELL_EORTCQLQC30_Q17_A_bit,A bit,240,,Have you had diarrhea?,0.63,APPROVED,EQUAL,Louise,1637336677384,45876949,A little,Meas Value,MAPS_TO,,Louise,1637336671991,
AWELL_EORTCQLQC30_Q07_Not_at_all,Not at all,594,,Were you limited in pursuing your hobbies or other leisure time activities?,1.00,APPROVED,EQUAL,Louise,1637336653055,45883172,Not at all,Meas Value,MAPS_TO,,<auto>,1637336572221,
AWELL_EORTCQLQC30_Q24_Not_at_all,Not at all,982,,Did you feel depressed?,1.00,APPROVED,EQUAL,Louise,1637336653055,45883172,Not at all,Meas Value,MAPS_TO,,<auto>,1637336572221,
AWELL_EORTCQLQC30_Q11_A_bit,A bit,446,,Have you had trouble sleeping?,0.63,APPROVED,EQUAL,Louise,1637336677384,45876949,A little,Meas Value,MAPS_TO,,Louise,1637336671991,
AWELL_EORTCQLQC30_Q19_A_bit,A bit,413,,Did pain interfere with your daily activities?,0.63,APPROVED,EQUAL,Louise,1637336677384,45876949,A little,Meas Value,MAPS_TO,,Louise,1637336671991,
AWELL_EORTCQLQC30_Q06_A_bit,A bit,540,,Were you limited in doing either your work or other daily activities?,0.63,APPROVED,EQUAL,Louise,1637336677384,45876949,A little,Meas Value,MAPS_TO,,Louise,1637336671991,
AWELL_EORTCQLQC30_Q30_6,6,277,,How would you rate your overall quality of life during the past week?,0.0,APPROVED,EQUAL,Louise,0,45878254,6,,MAPS_TO,,Louise,0,
AWELL_EORTCQLQC30_Q23_A_bit,A bit,522,,Did you feel irritable?,0.63,APPROVED,EQUAL,Louise,1637336677384,45876949,A little,Meas Value,MAPS_TO,,Louise,1637336671991,
AWELL_EORTCQLQC30_Q17_Very_much,Very much,19,,Have you had diarrhea?,1.00,APPROVED,EQUAL,Louise,1637336625439,45885256,Very much,Meas Value,MAPS_TO,,<auto>,1637336573312,
AWELL_EORTCQLQC30_Q11_Very_much,Very much,37,,Have you had trouble sleeping?,1.00,APPROVED,EQUAL,Louise,1637336625439,45885256,Very much,Meas Value,MAPS_TO,,<auto>,1637336573429,
AWELL_EORTCQLQC30_Q24_A_bit,A bit,442,,Did you feel depressed?,0.63,APPROVED,EQUAL,Louise,1637336677384,45876949,A little,Meas Value,MAPS_TO,,Louise,1637336671991,
AWELL_EORTCQLQC30_Q07_Very_much,Very much,185,,Were you limited in pursuing your hobbies or other leisure time activities?,1.00,APPROVED,EQUAL,Louise,1637336625439,45885256,Very much,Meas Value,MAPS_TO,,<auto>,1637336573457,
AWELL_EORTCQLQC30_Q06_Very_much,Very much,184,,Were you limited in doing either your work or other daily activities?,1.00,APPROVED,EQUAL,Louise,1637336625439,45885256,Very much,Meas Value,MAPS_TO,,<auto>,1637336573518,
AWELL_EORTCQLQC30_Q07_A_bit,A bit,468,,Were you limited in pursuing your hobbies or other leisure time activities?,0.63,APPROVED,EQUAL,Louise,1637336677384,45876949,A little,Meas Value,MAPS_TO,,Louise,1637336671991,
AWELL_EORTCQLQC30_Q30_1_(Very_bad),1 (Very bad),27,,How would you rate your overall quality of life during the past week?,0.59,APPROVED,EQUAL,Louise,0,45878303,1,Meas Value,MAPS_TO,,<auto>,"1,64E+12",
AWELL_EORTCQLQC30_Q13_Quite,Quite,166,,Have you lacked appetite?,0.65,APPROVED,EQUAL,Louise,1637336646719,45884456,Quite a bit,Meas Value,MAPS_TO,,Louise,1637336641144,
AWELL_EORTCQLQC30_Q24_Very_much,Very much,22,,Did you feel depressed?,1.00,APPROVED,EQUAL,Louise,1637336625439,45885256,Very much,Meas Value,MAPS_TO,,<auto>,1637336573883,
AWELL_EORTCQLQC30_Q27_Very_much,Very much,95,,Has your physical condition or medical treatment interfered with your social activities?,1.00,APPROVED,EQUAL,Louise,1637336625439,45885256,Very much,Meas Value,MAPS_TO,,<auto>,1637336573934,
AWELL_EORTCQLQC30_Q17_Quite,Quite,43,,Have you had diarrhea?,0.65,APPROVED,EQUAL,Louise,1637336646719,45884456,Quite a bit,Meas Value,MAPS_TO,,Louise,1637336641144,
AWELL_EORTCQLQC30_Q29_1_(Very_bad),1 (Very bad),26,,How would you rate your overall health during the past week?,0.59,APPROVED,EQUAL,Louise,0,45878303,1,Meas Value,MAPS_TO,,<auto>,"1,64E+12",
AWELL_EORTCQLQC30_Q18_Quite,Quite,428,,Were you tired?,0.65,APPROVED,EQUAL,Louise,1637336646719,45884456,Quite a bit,Meas Value,MAPS_TO,,Louise,1637336641144,
AWELL_EORTCQLQC30_Q07_Quite,Quite,311,,Were you limited in pursuing your hobbies or other leisure time activities?,0.65,APPROVED,EQUAL,Louise,1637336646719,45884456,Quite a bit,Meas Value,MAPS_TO,,Louise,1637336641144,
AWELL_EORTCQLQC30_Q22_Quite,Quite,226,,Did you worry?,0.65,APPROVED,EQUAL,Louise,1637336646719,45884456,Quite a bit,Meas Value,MAPS_TO,,Louise,1637336641144,
AWELL_EORTCQLQC30_Q15_Quite,Quite,19,,Have you vomited?,0.65,APPROVED,EQUAL,Louise,1637336646719,45884456,Quite a bit,Meas Value,MAPS_TO,,Louise,1637336641144,
AWELL_EORTCQLQC30_Q27_Quite,Quite,206,,Has your physical condition or medical treatment interfered with your social activities?,0.65,APPROVED,EQUAL,Louise,1637336646719,45884456,Quite a bit,Meas Value,MAPS_TO,,Louise,1637336641144,
AWELL_EORTCQLQC30_Q13_Not_at_all,Not at all,1013,,Have you lacked appetite?,1.00,APPROVED,EQUAL,Louise,1637336653055,45883172,Not at all,Meas Value,MAPS_TO,,<auto>,1637336574721,
AWELL_EORTCQLQC30_Q20_Not_at_all,Not at all,975,,'Have you had difficulty in concentrating on things,1.00,APPROVED,EQUAL,Louise,1637336653055,45883172,Not at all,Meas Value,MAPS_TO,,<auto>,1637336574729,
AWELL_EORTCQLQC30_Q30_2,2,62,,How would you rate your overall quality of life during the past week?,0.0,APPROVED,EQUAL,Louise,0,45878148,2,,MAPS_TO,,Louise,0,
AWELL_EORTCQLQC30_Q14_Not_at_all,Not at all,1232,,Have you felt nauseated?,1.00,APPROVED,EQUAL,Louise,1637336653055,45883172,Not at all,Meas Value,MAPS_TO,,<auto>,1637336575054,
AWELL_EORTCQLQC30_Q16_Not_at_all,Not at all,1175,,Have you been constipated?,1.00,APPROVED,EQUAL,Louise,1637336653055,45883172,Not at all,Meas Value,MAPS_TO,,<auto>,1637336575093,
AWELL_EORTCQLQC30_Q26_Not_at_all,Not at all,944,,Has your physical condition or medical treatment interfered with your family life?,1.00,APPROVED,EQUAL,Louise,1637336653055,45883172,Not at all,Meas Value,MAPS_TO,,<auto>,1637336575200,
AWELL_EORTCQLQC30_Q22_Not_at_all,Not at all,692,,Did you worry?,1.00,APPROVED,EQUAL,Louise,1637336653055,45883172,Not at all,Meas Value,MAPS_TO,,<auto>,1637336575350,
AWELL_EORTCQLQC30_Q20_A_bit,A bit,435,,'Have you had difficulty in concentrating on things,0.63,APPROVED,EQUAL,Louise,1637336677384,45876949,A little,Meas Value,MAPS_TO,,Louise,1637336671991,
AWELL_EORTCQLQC30_Q30_3,3,229,,How would you rate your overall quality of life during the past week?,0.0,APPROVED,EQUAL,Louise,0,45878305,3,,MAPS_TO,,Louise,0,
AWELL_EORTCQLQC30_Q13_A_bit,A bit,326,,Have you lacked appetite?,0.63,APPROVED,EQUAL,Louise,1637336677384,45876949,A little,Meas Value,MAPS_TO,,Louise,1637336671991,
AWELL_EORTCQLQC30_Q25_Not_at_all,Not at all,952,,Have you had difficulty remembering things?,1.00,APPROVED,EQUAL,Louise,1637336653055,45883172,Not at all,Meas Value,MAPS_TO,,<auto>,1637336576343,
AWELL_EORTCQLQC30_Q14_A_bit,A bit,260,,Have you felt nauseated?,0.63,APPROVED,EQUAL,Louise,1637336677384,45876949,A little,Meas Value,MAPS_TO,,Louise,1637336671991,
AWELL_EORTCQLQC30_Q16_A_bit,A bit,294,,Have you been constipated?,0.63,APPROVED,EQUAL,Louise,1637336677384,45876949,A little,Meas Value,MAPS_TO,,Louise,1637336671991,
AWELL_EORTCQLQC30_Q26_A_bit,A bit,436,,Has your physical condition or medical treatment interfered with your family life?,0.63,APPROVED,EQUAL,Louise,1637336677384,45876949,A little,Meas Value,MAPS_TO,,Louise,1637336671991,
AWELL_EORTCQLQC30_Q22_A_bit,A bit,607,,Did you worry?,0.63,APPROVED,EQUAL,Louise,1637336677384,45876949,A little,Meas Value,MAPS_TO,,Louise,1637336671991,
AWELL_EORTCQLQC30_Q13_Very_much,Very much,68,,Have you lacked appetite?,1.00,APPROVED,EQUAL,Louise,1637336625439,45885256,Very much,Meas Value,MAPS_TO,,<auto>,1637336576624,
AWELL_EORTCQLQC30_Q30_4,4,387,,How would you rate your overall quality of life during the past week?,0.0,APPROVED,EQUAL,Louise,0,45878304,4,,MAPS_TO,,Louise,0,
AWELL_EORTCQLQC30_Q14_Very_much,Very much,17,,Have you felt nauseated?,1.00,APPROVED,EQUAL,Louise,1637336625439,45885256,Very much,Meas Value,MAPS_TO,,<auto>,1637336576673,
AWELL_EORTCQLQC30_Q26_Very_much,Very much,39,,Has your physical condition or medical treatment interfered with your family life?,1.00,APPROVED,EQUAL,Louise,1637336625439,45885256,Very much,Meas Value,MAPS_TO,,<auto>,1637336576697,
AWELL_EORTCQLQC30_Q25_A_bit,A bit,492,,Have you had difficulty remembering things?,0.63,APPROVED,EQUAL,Louise,1637336677384,45876949,A little,Meas Value,MAPS_TO,,Louise,1637336671991,
AWELL_EORTCQLQC30_Q22_Very_much,Very much,51,,Did you worry?,1.00,APPROVED,EQUAL,Louise,1637336625439,45885256,Very much,Meas Value,MAPS_TO,,<auto>,1637336576729,
