sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:AdditionalInformation,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
AWELL_dyspnea_impact_Helemaal_niet,Helemaal niet,276,,In welke mate heeft uw KORTADEMIGHEID uw gebruikelijke of dagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,0.24,APPROVED,EQUAL,Louise,1637571906345,45883172,Not at all,Meas Value,MAPS_TO,,Louise,1637571903602,
AWELL_mouth_ulceration_impact_Zeer_veel,Zeer veel,1,,In welke mate hebben de ZWEERTJES IN UW MOND OF KEEL (AFTEN) uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,0.31,APPROVED,EQUAL,Louise,1637572039288,45885256,Very much,Meas Value,MAPS_TO,,Louise,1637572035752,
AWELL_sad_or_unhappy_severity_Matig,Matig,201,,Hoe ERG waren uw VERDRIETIGE OF ONGELUKKIGE GEVOELENS op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.49,APPROVED,EQUAL,Louise,1637571929969,45877983,Moderate,Meas Value,MAPS_TO,,Louise,1637571924873,
AWELL_questions_about_religion_false,false,4043,,'Heeft u vragen over de zin en betekenis van wat u overkomt,1.00,APPROVED,EQUAL,Louise,1637571792283,45878245,No,Meas Value,MAPS_TO,,Louise,1637571789219,
AWELL_nothing_can_cheer_me_up_impact_Een_beetje,Een beetje,406,,In welke mate heeft het GEVOEL DAT NIETS U KON OPVROLIJKEN uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,0.23,APPROVED,EQUAL,Louise,1637571674854,45881667,A little bit,Meas Value,MAPS_TO,,Louise,1637571671742,
AWELL_constipation_severity_Een_beetje,Een beetje,756,,Hoe ERG was uw VERSTOPPING op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.23,APPROVED,EQUAL,Louise,1637571685646,45883535,Mild,Meas Value,MAPS_TO,,Louise,1637571682206,
AWELL_anxious_impact_Helemaal_niet,Helemaal niet,195,,In welke mate heeft ANGST uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,0.24,APPROVED,EQUAL,Louise,1637571906345,45883172,Not at all,Meas Value,MAPS_TO,,Louise,1637571903602,
AWELL_sad_or_unhappy_freq_Bijna_voortdurend,Bijna voortdurend,18,,Hoe VAAK hebt u zich VERDRIETIG OF ONGELUKKIG GEVOELD in de afgelopen 7 dagen?,0.17,APPROVED,EQUAL,Louise,1637571655351,45881126,Almost constantly,Meas Value,MAPS_TO,,Louise,1637571651095,
AWELL_constipation_severity_Erg,Erg,120,,Hoe ERG was uw VERSTOPPING op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.55,APPROVED,EQUAL,Louise,1637571780004,45883536,Severe,Meas Value,MAPS_TO,,Louise,1637571775820,
AWELL_dyspnea_impact_Redelijk_wat,Redelijk wat,186,,In welke mate heeft uw KORTADEMIGHEID uw gebruikelijke of dagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,0.26,APPROVED,EQUAL,Louise,1637571982904,45884456,Quite a bit,Meas Value,MAPS_TO,,Louise,1637571965385,
AWELL_questions_about_religion_true,true,30,,'Heeft u vragen over de zin en betekenis van wat u overkomt,1.00,APPROVED,EQUAL,Louise,1637572010776,45877994,Yes,Meas Value,MAPS_TO,,Louise,1637572007569,
AWELL_nothing_can_cheer_me_up_impact_Enigzins,Enigzins,96,,In welke mate heeft het GEVOEL DAT NIETS U KON OPVROLIJKEN uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,0.21,APPROVED,EQUAL,Louise,1637571765876,45876385,Somewhat,Meas Value,MAPS_TO,,Louise,1637571760973,
AWELL_nausea_freq_Bijna_voortdurend,Bijna voortdurend,26,,Hoe VAAK bent u MISSELIJK geweest in de afgelopen 7 dagen?,0.17,APPROVED,EQUAL,Louise,1637571655351,45881126,Almost constantly,Meas Value,MAPS_TO,,Louise,1637571651095,
AWELL_mouth_ulceration_severity_Een_beetje,Een beetje,367,,Hoe ERG waren de ZWEERTJES IN UW MOND OF KEEL (AFTEN) op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.23,APPROVED,EQUAL,Louise,1637571685646,45883535,Mild,Meas Value,MAPS_TO,,Louise,1637571682206,
AWELL_sad_or_unhappy_freq_Nooit,Nooit,1956,,Hoe VAAK hebt u zich VERDRIETIG OF ONGELUKKIG GEVOELD in de afgelopen 7 dagen?,0.32,APPROVED,EQUAL,Louise,1637571943561,45876662,Never,Meas Value,MAPS_TO,,Louise,1637571940298,
AWELL_dyspnea_impact_Zeer_veel,Zeer veel,72,,In welke mate heeft uw KORTADEMIGHEID uw gebruikelijke of dagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,0.31,APPROVED,EQUAL,Louise,1637572039288,45885256,Very much,Meas Value,MAPS_TO,,Louise,1637572035752,
AWELL_anxious_impact_Redelijk_wat,Redelijk wat,35,,In welke mate heeft ANGST uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,0.26,APPROVED,EQUAL,Louise,1637571982904,45884456,Quite a bit,Meas Value,MAPS_TO,,Louise,1637571965385,
AWELL_constipation_severity_Heel_erg,Heel erg,21,,Hoe ERG was uw VERSTOPPING op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.69,APPROVED,EQUAL,Louise,1637571808955,45883841,Very severe,Meas Value,MAPS_TO,,Louise,1637571805283,
AWELL_anxious_severity_Helemaal_niet,Helemaal niet,62,,Hoe ERG was uw ANGST op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.24,APPROVED,EQUAL,Louise,1637571828786,45878582,None,Meas Value,MAPS_TO,,Louise,1637571826827,
AWELL_mouth_ulceration_severity_Erg,Erg,46,,Hoe ERG waren de ZWEERTJES IN UW MOND OF KEEL (AFTEN) op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.55,APPROVED,EQUAL,Louise,1637571780004,45883536,Severe,Meas Value,MAPS_TO,,Louise,1637571775820,
AWELL_nausea_freq_Nooit,Nooit,3000,,Hoe VAAK bent u MISSELIJK geweest in de afgelopen 7 dagen?,0.32,APPROVED,EQUAL,Louise,1637571943561,45876662,Never,Meas Value,MAPS_TO,,Louise,1637571940298,
AWELL_nausea_severity_Een_beetje,Een beetje,359,,Hoe ERG was uw MISSELIJKHEID op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.23,APPROVED,EQUAL,Louise,1637571685646,45883535,Mild,Meas Value,MAPS_TO,,Louise,1637571682206,
AWELL_diarrhea_freq_Nooit,Nooit,2877,,Hoe VAAK hebt u DUNNE OF WATERIGE STOELGANG (DIARREE) gehad in de afgelopen 7 dagen?,0.32,APPROVED,EQUAL,Louise,1637571943561,45876662,Never,Meas Value,MAPS_TO,,Louise,1637571940298,
AWELL_anxious_impact_Zeer_veel,Zeer veel,4,,In welke mate heeft ANGST uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,0.31,APPROVED,EQUAL,Louise,1637572039288,45885256,Very much,Meas Value,MAPS_TO,,Louise,1637572035752,
AWELL_anxious_severity_Matig,Matig,101,,Hoe ERG was uw ANGST op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.49,APPROVED,EQUAL,Louise,1637571929969,45877983,Moderate,Meas Value,MAPS_TO,,Louise,1637571924873,
AWELL_nausea_freq_Soms,Soms,308,,Hoe VAAK bent u MISSELIJK geweest in de afgelopen 7 dagen?,0.65,APPROVED,EQUAL,Louise,1637571999240,45879593,Occasionally,Meas Value,MAPS_TO,,Louise,1637571995993,
AWELL_nothing_can_cheer_me_up_impact_Helemaal_niet,Helemaal niet,167,,In welke mate heeft het GEVOEL DAT NIETS U KON OPVROLIJKEN uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,0.24,APPROVED,EQUAL,Louise,1637571899146,45883172,Not at all,Meas Value,MAPS_TO,,Louise,1637571898570,
AWELL_constipation_severity_Helemaal_niet,Helemaal niet,2890,,Hoe ERG was uw VERSTOPPING op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.24,APPROVED,EQUAL,Louise,1637571839418,45878582,None,Meas Value,MAPS_TO,,Louise,1637571836162,
AWELL_diarrhea_freq_Soms,Soms,386,,Hoe VAAK hebt u DUNNE OF WATERIGE STOELGANG (DIARREE) gehad in de afgelopen 7 dagen?,0.65,APPROVED,EQUAL,Louise,1637571999240,45879593,Occasionally,Meas Value,MAPS_TO,,Louise,1637571995993,
AWELL_nausea_severity_Erg,Erg,35,,Hoe ERG was uw MISSELIJKHEID op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.55,APPROVED,EQUAL,Louise,1637571780004,45883536,Severe,Meas Value,MAPS_TO,,Louise,1637571775820,
AWELL_nausea_freq_Vaak,Vaak,89,,Hoe VAAK bent u MISSELIJK geweest in de afgelopen 7 dagen?,0.32,APPROVED,EQUAL,Louise,1637572024048,45883983,Frequently,Meas Value,MAPS_TO,,Louise,1637572020895,
AWELL_mouth_ulceration_severity_Heel_erg,Heel erg,10,,Hoe ERG waren de ZWEERTJES IN UW MOND OF KEEL (AFTEN) op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.69,APPROVED,EQUAL,Louise,1637571808955,45883841,Very severe,Meas Value,MAPS_TO,,Louise,1637571805283,
AWELL_nothing_can_cheer_me_up_freq_Bijna_voortdurend,Bijna voortdurend,29,,Hoe VAAK hebt u GEVOELD DAT NIETS U KON OPVROLIJKEN in de afgelopen 7 dagen?,0.17,APPROVED,EQUAL,Louise,1637571655351,45881126,Almost constantly,Meas Value,MAPS_TO,,Louise,1637571651095,
AWELL_anxious_severity_Een_beetje,Een beetje,449,,Hoe ERG was uw ANGST op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.23,APPROVED,EQUAL,Louise,1637571685646,45883535,Mild,Meas Value,MAPS_TO,,Louise,1637571682206,
AWELL_constipation_severity_Matig,Matig,285,,Hoe ERG was uw VERSTOPPING op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.49,APPROVED,EQUAL,Louise,1637571929969,45877983,Moderate,Meas Value,MAPS_TO,,Louise,1637571924873,
AWELL_nothing_can_cheer_me_up_impact_Redelijk_wat,Redelijk wat,37,,In welke mate heeft het GEVOEL DAT NIETS U KON OPVROLIJKEN uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,0.26,APPROVED,EQUAL,Louise,1637571982904,45884456,Quite a bit,Meas Value,MAPS_TO,,Louise,1637571965385,
AWELL_diarrhea_freq_Vaak,Vaak,89,,Hoe VAAK hebt u DUNNE OF WATERIGE STOELGANG (DIARREE) gehad in de afgelopen 7 dagen?,0.32,APPROVED,EQUAL,Louise,1637572024048,45883983,Frequently,Meas Value,MAPS_TO,,Louise,1637572020895,
AWELL_nausea_freq_Zelden,Zelden,645,,Hoe VAAK bent u MISSELIJK geweest in de afgelopen 7 dagen?,0.34,APPROVED,EQUAL,Louise,1637572053639,45876672,Rarely,Meas Value,MAPS_TO,,Louise,1637572049439,
AWELL_nothing_can_cheer_me_up_freq_Nooit,Nooit,2300,,Hoe VAAK hebt u GEVOELD DAT NIETS U KON OPVROLIJKEN in de afgelopen 7 dagen?,0.32,APPROVED,EQUAL,Louise,1637571943561,45876662,Never,Meas Value,MAPS_TO,,Louise,1637571940298,
AWELL_anxious_severity_Erg,Erg,25,,Hoe ERG was uw ANGST op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.55,APPROVED,EQUAL,Louise,1637571780004,45883536,Severe,Meas Value,MAPS_TO,,Louise,1637571775820,
AWELL_nausea_severity_Heel_erg,Heel erg,13,,Hoe ERG was uw MISSELIJKHEID op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.69,APPROVED,EQUAL,Louise,1637571808955,45883841,Very severe,Meas Value,MAPS_TO,,Louise,1637571805283,
AWELL_nothing_can_cheer_me_up_impact_Zeer_veel,Zeer veel,9,,In welke mate heeft het GEVOEL DAT NIETS U KON OPVROLIJKEN uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,0.31,APPROVED,EQUAL,Louise,1637572039288,45885256,Very much,Meas Value,MAPS_TO,,Louise,1637572035752,
AWELL_sad_or_unhappy_impact_Enigzins,Enigzins,101,,In welke maten hebben VERDRIETIGE OF ONGELUKKIGE GEVOELENS uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,0.21,APPROVED,EQUAL,Louise,1637571765876,45876385,Somewhat,Meas Value,MAPS_TO,,Louise,1637571760973,
AWELL_diarrhea_freq_Zelden,Zelden,690,,Hoe VAAK hebt u DUNNE OF WATERIGE STOELGANG (DIARREE) gehad in de afgelopen 7 dagen?,0.34,APPROVED,EQUAL,Louise,1637572053639,45876672,Rarely,Meas Value,MAPS_TO,,Louise,1637572049439,
AWELL_mouth_ulceration_severity_Helemaal_niet,Helemaal niet,3528,,Hoe ERG waren de ZWEERTJES IN UW MOND OF KEEL (AFTEN) op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.24,APPROVED,EQUAL,Louise,1637571839418,45878582,None,Meas Value,MAPS_TO,,Louise,1637571836162,
AWELL_diarrhea_freq_Bijna_voortdurend,Bijna voortdurend,28,,Hoe VAAK hebt u DUNNE OF WATERIGE STOELGANG (DIARREE) gehad in de afgelopen 7 dagen?,0.17,APPROVED,EQUAL,Louise,1637571655351,45881126,Almost constantly,Meas Value,MAPS_TO,,Louise,1637571651095,
AWELL_sad_or_unhappy_freq_Soms,Soms,684,,Hoe VAAK hebt u zich VERDRIETIG OF ONGELUKKIG GEVOELD in de afgelopen 7 dagen?,0.65,APPROVED,EQUAL,Louise,1637571999240,45879593,Occasionally,Meas Value,MAPS_TO,,Louise,1637571995993,
AWELL_anxious_severity_Heel_erg,Heel erg,4,,Hoe ERG was uw ANGST op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.69,APPROVED,EQUAL,Louise,1637571808955,45883841,Very severe,Meas Value,MAPS_TO,,Louise,1637571805283,
AWELL_mouth_ulceration_severity_Matig,Matig,107,,Hoe ERG waren de ZWEERTJES IN UW MOND OF KEEL (AFTEN) op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.49,APPROVED,EQUAL,Louise,1637571929969,45877983,Moderate,Meas Value,MAPS_TO,,Louise,1637571924873,
AWELL_sad_or_unhappy_freq_Vaak,Vaak,143,,Hoe VAAK hebt u zich VERDRIETIG OF ONGELUKKIG GEVOELD in de afgelopen 7 dagen?,0.32,APPROVED,EQUAL,Louise,1637572024048,45883983,Frequently,Meas Value,MAPS_TO,,Louise,1637572020895,
AWELL_vomiting_freq_Soms,Soms,76,,Hoe VAAK hebt u GEBRAAKT in de afgelopen 7 dagen?,0.65,APPROVED,EQUAL,Louise,1637571999240,45879593,Occasionally,Meas Value,MAPS_TO,,Louise,1637571995993,
AWELL_nausea_severity_Helemaal_niet,Helemaal niet,52,,Hoe ERG was uw MISSELIJKHEID op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.24,APPROVED,EQUAL,Louise,1637571839418,45878582,None,Meas Value,MAPS_TO,,Louise,1637571836162,
AWELL_nothing_can_cheer_me_up_severity_Een_beetje,Een beetje,520,,Hoe ERG was het GEVOEL DAT NIETS U KON OPVROLIJKEN op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.23,APPROVED,EQUAL,Louise,1637571685646,45883535,Mild,Meas Value,MAPS_TO,,Louise,1637571682206,
AWELL_sad_or_unhappy_impact_Helemaal_niet,Helemaal niet,310,,In welke maten hebben VERDRIETIGE OF ONGELUKKIGE GEVOELENS uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,0.24,APPROVED,EQUAL,Louise,1637571892617,45883172,Not at all,Meas Value,MAPS_TO,,Louise,1637571889746,
AWELL_fatigue_severity_Matig,Matig,1062,,Hoe ERG was uw VERMOEIDHEID OF GEBREK AAN ENERGIE op het slechtste moment in de afgelopen 7 dagen?,0.49,APPROVED,EQUAL,Louise,1637571929969,45877983,Moderate,Meas Value,MAPS_TO,,Louise,1637571924873,
AWELL_coughing_impact_Een_beetje,Een beetje,500,,In welke mate heeft HOESTEN uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,0.23,APPROVED,EQUAL,Louise,1637571723837,45881667,A little bit,Meas Value,MAPS_TO,,Louise,1637571720261,
AWELL_vomiting_freq_Vaak,Vaak,16,,Hoe VAAK hebt u GEBRAAKT in de afgelopen 7 dagen?,0.32,APPROVED,EQUAL,Louise,1637572024048,45883983,Frequently,Meas Value,MAPS_TO,,Louise,1637572020895,
AWELL_sad_or_unhappy_freq_Zelden,Zelden,1268,,Hoe VAAK hebt u zich VERDRIETIG OF ONGELUKKIG GEVOELD in de afgelopen 7 dagen?,0.34,APPROVED,EQUAL,Louise,1637572053639,45876672,Rarely,Meas Value,MAPS_TO,,Louise,1637572049439,
AWELL_wants_contact_social_department_true,true,108,,Onze sociale dienst kan u helpen bij vragen over financiële en/of praktische zaken. Wenst u bij uw volgende afspraak in het ziekenhuis een gesprek met de sociale dienst?,1.00,APPROVED,EQUAL,Louise,1637572010776,45877994,Yes,Meas Value,MAPS_TO,,Louise,1637572007569,
AWELL_nothing_can_cheer_me_up_severity_Erg,Erg,36,,Hoe ERG was het GEVOEL DAT NIETS U KON OPVROLIJKEN op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.55,APPROVED,EQUAL,Louise,1637571780004,45883536,Severe,Meas Value,MAPS_TO,,Louise,1637571775820,
AWELL_coughing_impact_Enigzins,Enigzins,116,,In welke mate heeft HOESTEN uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,0.21,APPROVED,EQUAL,Louise,1637571765876,45876385,Somewhat,Meas Value,MAPS_TO,,Louise,1637571760973,
AWELL_worrying_finullcial_practical_aspects_false,false,3487,,'Maakt u zich zorgen over de financiële en/of praktische zaken (zoals kost van behandeling en opnames,1.00,APPROVED,EQUAL,Louise,1637571792283,45878245,No,Meas Value,MAPS_TO,,Louise,1637571789219,
AWELL_vomiting_freq_Zelden,Zelden,207,,Hoe VAAK hebt u GEBRAAKT in de afgelopen 7 dagen?,0.34,APPROVED,EQUAL,Louise,1637572053639,45876672,Rarely,Meas Value,MAPS_TO,,Louise,1637572049439,
AWELL_pain_freq_Bijna_voortdurend,Bijna voortdurend,150,,Hoe VAAK hebt u PIJN gehad in de afgelopen 7 dagen?,0.17,APPROVED,EQUAL,Louise,1637571655351,45881126,Almost constantly,Meas Value,MAPS_TO,,Louise,1637571651095,
AWELL_fever_last_7_days_false,false,3976,,Hebt u in de laatste 7 dagen koorts gehad (meer dan 38°)?,1.00,APPROVED,EQUAL,Louise,1637571792283,45878245,No,Meas Value,MAPS_TO,,Louise,1637571789219,
AWELL_anxious_freq_Bijna_voortdurend,Bijna voortdurend,13,,Hoe VAAK bent u ANGSTIG geweest in de afgelopen 7 dagen?,0.17,APPROVED,EQUAL,Louise,1637571655351,45881126,Almost constantly,Meas Value,MAPS_TO,,Louise,1637571651095,
AWELL_sad_or_unhappy_impact_Redelijk_wat,Redelijk wat,54,,In welke maten hebben VERDRIETIGE OF ONGELUKKIGE GEVOELENS uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,0.26,APPROVED,EQUAL,Louise,1637571982904,45884456,Quite a bit,Meas Value,MAPS_TO,,Louise,1637571965385,
AWELL_sad_or_unhappy_impact_Een_beetje,Een beetje,425,,In welke maten hebben VERDRIETIGE OF ONGELUKKIGE GEVOELENS uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,0.23,APPROVED,EQUAL,Louise,1637571723837,45881667,A little bit,Meas Value,MAPS_TO,,Louise,1637571720261,
AWELL_coughing_severity_Matig,Matig,632,,Hoe ERG was uw HOEST op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.49,APPROVED,EQUAL,Louise,1637571929969,45877983,Moderate,Meas Value,MAPS_TO,,Louise,1637571924873,
AWELL_coughing_impact_Helemaal_niet,Helemaal niet,546,,In welke mate heeft HOESTEN uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,0.24,APPROVED,EQUAL,Louise,1637571892617,45883172,Not at all,Meas Value,MAPS_TO,,Louise,1637571889746,
AWELL_fever_last_7_days_true,true,78,,Hebt u in de laatste 7 dagen koorts gehad (meer dan 38°)?,1.00,APPROVED,EQUAL,Louise,1637572010776,45877994,Yes,Meas Value,MAPS_TO,,Louise,1637572007569,
AWELL_anxious_freq_Nooit,Nooit,2608,,Hoe VAAK bent u ANGSTIG geweest in de afgelopen 7 dagen?,0.32,APPROVED,EQUAL,Louise,1637571943561,45876662,Never,Meas Value,MAPS_TO,,Louise,1637571940298,
