sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO_SOURCE_CONCEPT_ID,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
MZG_10_D_R778,Other specified abnormalities of plasma proteins,0,,35211432,1.0,APPROVED,EQUAL,etl,1676560614383,4135493,Abnormal,Spec Disease Status,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_R779,"Abnormality of plasma protein, unspecified",0,,35211433,1.0,APPROVED,EQUAL,etl,1676560614383,4135493,Abnormal,Spec Disease Status,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_R7889,"Finding of oth substances, not normally found in blood",0,,45568152,1.0,APPROVED,EQUAL,etl,1676560614383,4135493,Abnormal,Spec Disease Status,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_R789,"Finding of unsp substance, not normally found in blood",0,,35211441,1.0,APPROVED,EQUAL,etl,1676560614383,4135493,Abnormal,Spec Disease Status,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_R978,Other abnormal tumor markers,0,,45558494,1.0,APPROVED,EQUAL,etl,1676560614383,4135493,Abnormal,Spec Disease Status,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_X000XXA,"Exposure to flames in uncontrolled fire in bldg, init",0,,45609767,1.0,APPROVED,EQUAL,etl,1676560614383,4075631,Location inside building,Observation,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_X000XXD,"Exposure to flames in uncontrolled fire in bldg, subs",0,,45585642,1.0,APPROVED,EQUAL,etl,1676560614383,4075631,Location inside building,Observation,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_X001XXA,"Exposure to smoke in uncontrolled fire in bldg, init",0,,45551924,1.0,APPROVED,EQUAL,etl,1676560614383,4318114,Exposure to carbon monoxide,Observation,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_X001XXA,"Exposure to smoke in uncontrolled fire in bldg, init",0,,45551924,1.0,APPROVED,EQUAL,etl,1676560614383,4075631,Location inside building,Observation,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_X005XXD,"Jump from burning bldg in uncontrolled fire, subs",0,,45580847,1.0,APPROVED,EQUAL,etl,1676560614383,4169949,Jump from burning structure,Observation,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_X008XXA,"Oth exposure to uncontrolled fire in bldg, init",0,,45604934,1.0,APPROVED,EQUAL,etl,1676560614383,4075631,Location inside building,Observation,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_X011XXA,"Exposure to smoke in uncontrolled fire, not in bldg, init",0,,45590518,1.0,APPROVED,EQUAL,etl,1676560614383,4318114,Exposure to carbon monoxide,Observation,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_X020XXA,"Exposure to flames in controlled fire in bldg, init",0,,45590519,1.0,APPROVED,EQUAL,etl,1676560614383,4075631,Location inside building,Observation,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_X028XXA,"Oth exposure to controlled fire in bldg, init",0,,45566248,1.0,APPROVED,EQUAL,etl,1676560614383,4075631,Location inside building,Observation,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_X038XXA,"Oth exposure to controlled fire, not in bldg, init",0,,45595312,1.0,APPROVED,EQUAL,etl,1676560614383,436319,Conflagration not in building or structure,Observation,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_X501XXA,"Overexertion from prolonged static or awkward postures, init",0,,37202245,1.0,APPROVED,EQUAL,etl,1676560614383,4154419,Injury as a result of positioning,Condition,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_X501XXD,"Overexertion from prolonged static or awkward postures, subs",0,,37202246,1.0,APPROVED,EQUAL,etl,1676560614383,4154419,Injury as a result of positioning,Condition,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_X710XXA,"Intentional self-harm by drown while in bathtub, init",0,,45551944,1.0,APPROVED,EQUAL,etl,1676560614383,442329,Drowning,Observation,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_X713XXA,"Intentional self-harm by drown in natural water, init",0,,45600200,1.0,APPROVED,EQUAL,etl,1676560614383,442329,Drowning,Observation,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_X713XXD,"Intentional self-harm by drown in natural water, subs",0,,45566263,1.0,APPROVED,EQUAL,etl,1676560614383,442329,Drowning,Observation,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_X718XXA,"Oth intentional self-harm by drowning and submersion, init",0,,45609786,1.0,APPROVED,EQUAL,etl,1676560614383,442329,Drowning,Observation,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_X719XXA,"Intentional self-harm by drowning and submersion, unsp, init",0,,45561467,1.0,APPROVED,EQUAL,etl,1676560614383,442329,Drowning,Observation,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_X72XXXA,"Intentional self-harm by handgun discharge, init encntr",0,,45585663,1.0,APPROVED,EQUAL,etl,1676560614383,433948,Accident caused by handgun,Observation,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_X731XXA,"Intentional self-harm by hunting rifle discharge, init",0,,45566265,1.0,APPROVED,EQUAL,etl,1676560614383,435445,Accident caused by hunting rifle,Observation,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_X749XXA,"Intentional self-harm by unsp firearm discharge, init encntr",0,,45600203,1.0,APPROVED,EQUAL,etl,1676560614383,437167,Accident caused by firearm missile,Observation,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_X780XXA,"Intentional self-harm by sharp glass, initial encounter",0,,45595339,1.0,APPROVED,EQUAL,etl,1676560614383,4315372,Accident caused by glass edge,Observation,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_X780XXD,"Intentional self-harm by sharp glass, subsequent encounter",0,,45561472,1.0,APPROVED,EQUAL,etl,1676560614383,4315372,Accident caused by glass edge,Observation,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_X781XXA,"Intentional self-harm by knife, initial encounter",0,,45547153,1.0,APPROVED,EQUAL,etl,1676560614383,439650,Accident caused by knife,Observation,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_X788XXA,"Intentional self-harm by other sharp object, init encntr",0,,45537478,1.0,APPROVED,EQUAL,etl,1676560614383,4055049,Accident caused by sharp-edged object,Observation,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_X789XXA,"Intentional self-harm by unsp sharp object, init encntr",0,,45585671,1.0,APPROVED,EQUAL,etl,1676560614383,4055049,Accident caused by sharp-edged object,Observation,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_X789XXD,"Intentional self-harm by unsp sharp object, subs encntr",0,,45571189,1.0,APPROVED,EQUAL,etl,1676560614383,4055049,Accident caused by sharp-edged object,Observation,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_X988XXA,"Assault by other hot objects, initial encounter",0,,45576013,1.0,APPROVED,EQUAL,etl,1676560614383,442995,Burning due to contact with hot substance,Observation,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y701,Therapeutic and rehab anesth devices assoc w incdt,0,,35224744,1.0,APPROVED,EQUAL,etl,1676560614383,4162366,Anesthesia equipment,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y702,Prosth/oth implnt/mtrls anesthesiology devices assoc w incdt,0,,35224745,1.0,APPROVED,EQUAL,etl,1676560614383,4169265,Device,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y703,"Surgical instrumnt, matrl and anesth devices assoc w incdt",0,,35224746,1.0,APPROVED,EQUAL,etl,1676560614383,4125334,Biomedical equipment,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y708,"Miscellaneous anesthesiology devices assoc w incdt, NEC",0,,35224747,1.0,APPROVED,EQUAL,etl,1676560614383,4162366,Anesthesia equipment,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y710,Diagnostic and monitoring cardiovasc devices assoc w incdt,0,,35224748,1.0,APPROVED,EQUAL,etl,1676560614383,4117589,Cardiovascular equipment,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y711,Therapeutic and rehab cardiovasc devices assoc w incdt,0,,35224749,1.0,APPROVED,EQUAL,etl,1676560614383,4117589,Cardiovascular equipment,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y712,Prosth/oth implnt/mtrls cardiovascular devices assoc w incdt,0,,35224750,1.0,APPROVED,EQUAL,etl,1676560614383,4117589,Cardiovascular equipment,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y713,"Surg instrumnt, matrl and cardiovasc devices assoc w incdt",0,,35224751,1.0,APPROVED,EQUAL,etl,1676560614383,4117589,Cardiovascular equipment,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y718,"Miscellaneous cardiovascular devices assoc w incdt, NEC",0,,35224752,1.0,APPROVED,EQUAL,etl,1676560614383,4117589,Cardiovascular equipment,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y720,Diagnostic and monitoring otorhino devices assoc w incdt,0,,35224753,1.0,APPROVED,EQUAL,etl,1676560614383,45773549,"Ear, nose and throat device",Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y721,Therapeutic and rehab otorhino devices assoc w incdt,0,,35224754,1.0,APPROVED,EQUAL,etl,1676560614383,45773549,"Ear, nose and throat device",Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y722,Prosth/oth implnt/mtrls otorhino devices assoc w incdt,0,,35224755,1.0,APPROVED,EQUAL,etl,1676560614383,45773549,"Ear, nose and throat device",Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y723,"Surgical instrumnt, matrl and otorhino devices assoc w incdt",0,,35224756,1.0,APPROVED,EQUAL,etl,1676560614383,45773549,"Ear, nose and throat device",Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y728,"Miscellaneous otorhino devices assoc w incdt, NEC",0,,35224757,1.0,APPROVED,EQUAL,etl,1676560614383,45773549,"Ear, nose and throat device",Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y730,Dx and monitor gastroent and urology devices assoc w incdt,0,,35224758,1.0,APPROVED,EQUAL,etl,1676560614383,45767866,Gastro-urological device,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y731,Theraputc and rehab gastroent and urology dev assoc w incdt,0,,35224759,1.0,APPROVED,EQUAL,etl,1676560614383,45767866,Gastro-urological device,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y732,Prosth/oth implnt/mtrls gastroent and urol dev assoc w incdt,0,,35224760,1.0,APPROVED,EQUAL,etl,1676560614383,45767866,Gastro-urological device,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y733,"Surg instrumnt, matrl and gastroent and urol dev assoc w incdt",0,,35224761,1.0,APPROVED,EQUAL,etl,1676560614383,45767866,Gastro-urological device,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y738,"Misc gastroent and urology devices assoc w incdt, NEC",0,,35224762,1.0,APPROVED,EQUAL,etl,1676560614383,45767866,Gastro-urological device,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y743,"Surg instrumnt,matrl and gen hosp/persnl-use dev assoc w incdt",0,,35224766,1.0,APPROVED,EQUAL,etl,1676560614383,4156229,Clinical equipment and/or device,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y748,"Miscellaneous gen hosp/persnl-use devices assoc w incdt, NEC",0,,35224767,1.0,APPROVED,EQUAL,etl,1676560614383,4156229,Clinical equipment and/or device,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y750,Diagnostic and monitoring neurological devices assoc w incdt,0,,35224768,1.0,APPROVED,EQUAL,etl,1676560614383,4124231,Neurological device,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y751,Therapeutic and rehab neurological devices assoc w incdt,0,,35224769,1.0,APPROVED,EQUAL,etl,1676560614383,4124231,Neurological device,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y752,"Prosth/oth implants, matrl and neuro devices assoc w incdt",0,,35224770,1.0,APPROVED,EQUAL,etl,1676560614383,4124231,Neurological device,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y753,"Surgical instrumnt, matrl and neuro devices assoc w incdt",0,,35224771,1.0,APPROVED,EQUAL,etl,1676560614383,4124231,Neurological device,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y758,"Miscellaneous neurological devices assoc w incdt, NEC",0,,35224772,1.0,APPROVED,EQUAL,etl,1676560614383,4124231,Neurological device,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y760,Diagnostic and monitoring ob/gyn devices assoc w incdt,0,,35224773,1.0,APPROVED,EQUAL,etl,1676560614383,45768316,Obstetrical/gynecological device,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y761,Therapeutic and rehab ob/gyn devices assoc w incdt,0,,35224774,1.0,APPROVED,EQUAL,etl,1676560614383,45768316,Obstetrical/gynecological device,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y763,"Surgical instrumnt, matrl and ob/gyn devices assoc w incdt",0,,35224776,1.0,APPROVED,EQUAL,etl,1676560614383,45768316,Obstetrical/gynecological device,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y768,"Miscellaneous ob/gyn devices assoc w incdt, NEC",0,,35224777,1.0,APPROVED,EQUAL,etl,1676560614383,45768316,Obstetrical/gynecological device,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y772,Prosth/oth implnt/mtrls ophthalmic devices assoc w incdt,0,,35224780,1.0,APPROVED,EQUAL,etl,1676560614383,4125343,Ophthalmological device,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y778,"Miscellaneous ophthalmic devices assoc w incdt, NEC",0,,35224782,1.0,APPROVED,EQUAL,etl,1676560614383,4125343,Ophthalmological device,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y780,Diagnostic and monitoring radiological devices assoc w incdt,0,,35224783,1.0,APPROVED,EQUAL,etl,1676560614383,4156229,Clinical equipment and/or device,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y781,Therapeutic and rehab radiological devices assoc w incdt,0,,35224784,1.0,APPROVED,EQUAL,etl,1676560614383,4156229,Clinical equipment and/or device,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y783,"Surgical instrumnt, matrl and radiolog devices assoc w incdt",0,,35224786,1.0,APPROVED,EQUAL,etl,1676560614383,4156229,Clinical equipment and/or device,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y788,"Miscellaneous radiological devices assoc w incdt, NEC",0,,35224787,1.0,APPROVED,EQUAL,etl,1676560614383,4156229,Clinical equipment and/or device,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y790,Diagnostic and monitoring orthopedic devices assoc w incdt,0,,35224788,1.0,APPROVED,EQUAL,etl,1676560614383,4038746,Orthopedic device,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y791,Therapeutic and rehab orthopedic devices assoc w incdt,0,,35224789,1.0,APPROVED,EQUAL,etl,1676560614383,4038746,Orthopedic device,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y792,Prosth/oth implnt/mtrls orthopedic devices assoc w incdt,0,,35224790,1.0,APPROVED,EQUAL,etl,1676560614383,4038746,Orthopedic device,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y793,"Surgical instrumnt, materials and orth devices assoc w incdt",0,,35224791,1.0,APPROVED,EQUAL,etl,1676560614383,4038746,Orthopedic device,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y798,"Miscellaneous orthopedic devices assoc w incdt, NEC",0,,35224792,1.0,APPROVED,EQUAL,etl,1676560614383,4038746,Orthopedic device,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y800,Dx and monitoring physical medicine devices assoc w incdt,0,,35224793,1.0,APPROVED,EQUAL,etl,1676560614383,45767697,Physical therapy device,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y801,Theraputc and rehab physical medicine devices assoc w incdt,0,,35224794,1.0,APPROVED,EQUAL,etl,1676560614383,45767697,Physical therapy device,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y812,Prosth/oth implnt/mtrls gen/plast-surg devices assoc w incdt,0,,35224800,1.0,APPROVED,EQUAL,etl,1676560614383,4292082,Surgical instrument,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y813,"Surg instrumnt, matrl and gen/plast-surg dev assoc w incdt",0,,35224801,1.0,APPROVED,EQUAL,etl,1676560614383,4292082,Surgical instrument,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y818,"Miscellaneous gen/plast-surg devices assoc w incdt, NEC",0,,35224802,1.0,APPROVED,EQUAL,etl,1676560614383,4292082,Surgical instrument,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y828,Other medical devices associated with adverse incidents,0,,8694,1.0,APPROVED,EQUAL,etl,1676560614383,4156229,Clinical equipment and/or device,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y829,Unsp medical devices associated with adverse incidents,0,,45542371,1.0,APPROVED,EQUAL,etl,1676560614383,4125334,Biomedical equipment,Device,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y900,Blood alcohol level of less than 20 mg/100 ml,0,,35224824,1.0,APPROVED,EQUAL,etl,1676560614383,40481826,Measurement finding within reference range,Condition,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y901,Blood alcohol level of 20-39 mg/100 ml,0,,35224825,1.0,APPROVED,EQUAL,etl,1676560614383,40484946,High alcohol level in blood,Condition,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Y902,Blood alcohol level of 40-59 mg/100 ml,0,,35224826,1.0,APPROVED,EQUAL,etl,1676560614383,40484946,High alcohol level in blood,Condition,MAPS_TO,AUTO MAPPED,etl,1676560614383,
