sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
HASH_-756898651188295630,Normaal sinusritme met sinusaritmie,16056,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1663000858600,4141820,ECG: sinus arrhythmia,Condition,MAPS_TO,,etl,1662994248696,
HASH_-6024300109523231602,Incompleet rechter-bundeltakblok,14621,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994691499,37017193,EKG: Incomplete right bundle branch block,Condition,MAPS_TO,,etl,1662994248696,
HASH_-5932714129839335593,"Minimale voltagecriteria voor LVH, kan normale variant zijn",12311,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994694302,0,Unmapped,,MAPS_TO,,,0,
HASH_7662025167040525154,Niet-specifiek intraventriculair blok,11238,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994696792,44784220,Non-specific intraventricular conduction delay,Condition,MAPS_TO,,etl,1662994248696,
HASH_-4721810560673790257,Atriumfibrilleren met snelle ventriculaire respons,10116,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994699961,4064452,ECG: atrial fibrillation,Condition,MAPS_TO,,etl,1662994248696,
HASH_-4721810560673790257,Atriumfibrilleren met snelle ventriculaire respons,10116,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994699961,44782442,Atrial fibrillation with rapid ventricular response,Condition,MAPS_TO,,etl,1662994248696,
HASH_-4104037333051355817,Sinusritme met nu en dan premature ventriculaire complexen,9739,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994717711,4145513,ECG: sinus rhythm,Condition,MAPS_TO,,etl,1662994248696,
HASH_-4104037333051355817,Sinusritme met nu en dan premature ventriculaire complexen,9739,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994717711,4066289,Ventricular premature beats,Condition,MAPS_TO,,etl,1662994248696,
HASH_-2483008190692918445,Atriumfibrilleren met premature ventriculaire of aberrant geleide complexen,9656,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994727013,4064452,ECG: atrial fibrillation,Condition,MAPS_TO,,etl,1662994248696,
HASH_-2483008190692918445,Atriumfibrilleren met premature ventriculaire of aberrant geleide complexen,9656,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994727013,4091901,Aberrant premature complexes,Condition,MAPS_TO,,etl,1662994248696,
HASH_-8127066549557003187,Niet te bepalen ritme,9478,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994729555,0,Unmapped,,MAPS_TO,,,0,
HASH_-3374149313349815317,Sinusbradycardie met 1e graads AV-blok,9187,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994731341,4138456,ECG: sinus bradycardia,Condition,MAPS_TO,,etl,1662994248696,
HASH_-3374149313349815317,Sinusbradycardie met 1e graads AV-blok,9187,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994731341,314379,First degree atrioventricular block,Condition,MAPS_TO,,etl,1662994248696,
HASH_2430719786844614991,Linker-ventrikelhypertrofie met repolarisatiestoornis,8888,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994733088,4065282,EKG:left ventricle hypertrophy,Condition,MAPS_TO,,etl,1662994248696,
HASH_-2800868670670987312,Sinusritme met premature atriale complexen,8815,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994735221,4145513,ECG: sinus rhythm,Condition,MAPS_TO,,etl,1662994248696,
HASH_-2800868670670987312,Sinusritme met premature atriale complexen,8815,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994735221,4065285,EKG: atrial ectopics,Condition,MAPS_TO,,etl,1662994248696,
HASH_-5032725217258834147,"ST \\T\\ T-golf afwijkingen, overweeg laterale ischemie",8573,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1663000858600,4327859,Nonspecific ST-T abnormality on electrocardiogram,Condition,MAPS_TO,,,0,
HASH_-2890644013801819210,"Anteroseptaal infarct , leeftijd onbepaald",8227,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994812376,4064610,Anteroseptal infarction on electrocardiogram,Condition,MAPS_TO,,etl,1662994248696,
HASH_-9067621365103146023,"T-golf afwijkingen, overweeg laterale ischemie",7810,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994817438,4065390,EKG: T wave abnormal,Condition,MAPS_TO,,etl,1662994248696,
HASH_763643502976819907,*** Bifasciculair blok ***,7279,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994819025,40483798,Bifascicular block on electrocardiogram,Condition,MAPS_TO,,etl,1662994248696,
HASH_-3493372607572870586,Voltagecriteria voor linker-ventrikelhypertrofie,5963,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994820713,4065282,EKG:left ventricle hypertrophy,Condition,MAPS_TO,,etl,1662994248696,
HASH_-1687057704094047057,"ST \\T\\ T-golf afwijkingen, overweeg inferior ischemie",5901,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1663000858600,4327859,Nonspecific ST-T abnormality on electrocardiogram,Condition,MAPS_TO,,,0,
HASH_-4095242641459663139,Naar rechts gerichte as,5701,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1663000858600,4166218,Right axis deviation,Condition,MAPS_TO,,Stijn Dupulthys,1662994847112,
HASH_4753205629095866389,Duidelijke sinusbradycardie,5608,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994881751,4138456,ECG: sinus bradycardia,Condition,MAPS_TO,,etl,1662994248696,
HASH_-7832611612744075677,Versneld Junctioneel ritme,5469,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994883116,4145359,EKG: accelerated junctional rhythm,Condition,MAPS_TO,,etl,1662994248696,
HASH_-7832611612744075677,Versneld Junctioneel ritme,5469,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994883116,4140001,ECG: junctional rhythm,Condition,MAPS_TO,,etl,1662994248696,
HASH_-2274872409763959715,"Anterior infarct , leeftijd onbepaald",5450,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994886562,4180609,Anterior myocardial infarction on electrocardiogram,Condition,MAPS_TO,,etl,1662994248696,
HASH_7686224126394250704,"Matige voltagecriteria voor LVH, kan normale variant zijn",5225,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994888198,0,Unmapped,,MAPS_TO,,,0,
HASH_6921128457593193910,Elektronische ventriculaire pacemaker,5085,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994891431,4189347,Ventricular rhythm from artificial pacing,Condition,MAPS_TO,,etl,1662994248696,
HASH_2881910862791523509,"T-golf afwijkingen, overweeg inferior ischemie",4720,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994897172,4065390,EKG: T wave abnormal,Condition,MAPS_TO,,etl,1662994248696,
HASH_-7639508407390853066,Atriumflutter met wisselend AV-blok,4687,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994901114,4065288,EKG: atrial flutter,Condition,MAPS_TO,,etl,1662994248696,
HASH_-7639508407390853066,Atriumflutter met wisselend AV-blok,4687,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994901114,4064457,EKG: heart block,Condition,MAPS_TO,,etl,1662994248696,
HASH_-8732684362716460949,** * Pediatrie ECG-analyse * **,4609,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994902472,0,Unmapped,,MAPS_TO,,,0,
HASH_7447248983542628500,Sinusritme met duidelijke sinusaritmie,4583,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994904953,4145513,ECG: sinus rhythm,Condition,MAPS_TO,,etl,1662994248696,
HASH_7447248983542628500,Sinusritme met duidelijke sinusaritmie,4583,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994904953,4141820,ECG: sinus arrhythmia,Condition,MAPS_TO,,etl,1662994248696,
HASH_-4861099553315953094,Linker-ventrikelhypertrofie met QRS-verbreding en repolarisatiestoornis,4560,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994914200,4065282,EKG:left ventricle hypertrophy,Condition,MAPS_TO,,etl,1662994248696,
HASH_-4861099553315953094,Linker-ventrikelhypertrofie met QRS-verbreding en repolarisatiestoornis,4560,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994914200,4321877,Wide QRS complex,Condition,MAPS_TO,,etl,1662994248696,
HASH_-2624422197290179351,Demand-pacemaker; interpretatie is gebaseerd op intrinsiek ritme,4363,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994923142,4304202,Rhythm from artificial pacing,Condition,MAPS_TO,,etl,1662994248696,
HASH_3823216989321204369,Linker-ventrikelhypertrofie met QRS-verbreding,4344,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994927510,4065282,EKG:left ventricle hypertrophy,Condition,MAPS_TO,,etl,1662994248696,
HASH_3823216989321204369,Linker-ventrikelhypertrofie met QRS-verbreding,4344,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994927510,4321877,Wide QRS complex,Condition,MAPS_TO,,etl,1662994248696,
HASH_-539543689547432170,Niet-specifieke intraventriculaire geleidingvertraging,4198,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994929383,44784220,Non-specific intraventricular conduction delay,Condition,MAPS_TO,,etl,1662994248696,
HASH_-2453857717609192663,Atriumfibrilleren met snelle ventriculaire respons met premature ventriculaire of aberrant geleide complexen,4194,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1663000858600,4064452,ECG: atrial fibrillation,Condition,MAPS_TO,,etl,1662994248696,
HASH_-2453857717609192663,Atriumfibrilleren met snelle ventriculaire respons met premature ventriculaire of aberrant geleide complexen,4194,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1663000858600,44782442,Atrial fibrillation with rapid ventricular response,Condition,MAPS_TO,,etl,1662994248696,
HASH_-2453857717609192663,Atriumfibrilleren met snelle ventriculaire respons met premature ventriculaire of aberrant geleide complexen,4194,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1663000858600,4091901,Aberrant premature complexes,Condition,MAPS_TO,,etl,1662994248696,
HASH_176781969051404900,Sinusritme met premature supraventriculaire complexen,4092,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994953488,4145513,ECG: sinus rhythm,Condition,MAPS_TO,,etl,1662994248696,
HASH_176781969051404900,Sinusritme met premature supraventriculaire complexen,4092,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994953488,441872,Supraventricular premature beats,Condition,MAPS_TO,,etl,1662994248696,
HASH_8938604361225363956,"Anterolateraal infarct , leeftijd onbepaald",3976,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994955776,4184348,Anterolateral infarction by electrocardiogram,Condition,MAPS_TO,,etl,1662994248696,
HASH_-4192309442818206954,Patroon van longziekte,3964,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994957624,0,Unmapped,,MAPS_TO,,,0,
HASH_-6619607367261023189,** ** ACUTE MI ** **,3950,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662994960084,4064609,EKG: myocardial infarction,Condition,MAPS_TO,,etl,1662994248696,
HASH_7556423931807596284,Ventricular-paced rhythm,3614,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1663000858600,4189347,Ventricular rhythm from artificial pacing,Condition,MAPS_TO,,,0,
HASH_-4112759922727438286,Sinusbradycardie met sinusaritmie,3570,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995028620,4138456,ECG: sinus bradycardia,Condition,MAPS_TO,,etl,1662994248696,
HASH_-4112759922727438286,Sinusbradycardie met sinusaritmie,3570,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995028620,4141820,ECG: sinus arrhythmia,Condition,MAPS_TO,,etl,1662994248696,
HASH_-7053366359236094763,Breed QRS-ritme,3503,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995030332,4321877,Wide QRS complex,Condition,MAPS_TO,,etl,1662994248696,
HASH_7558231141064994862,Atriumfibrilleren met trage ventriculaire respons,3439,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995031859,4064452,ECG: atrial fibrillation,Condition,MAPS_TO,,etl,1662994248696,
HASH_7558231141064994862,Atriumfibrilleren met trage ventriculaire respons,3439,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995031859,4088350,Slow ventricular response,Condition,MAPS_TO,,etl,1662994248696,
HASH_3787847821269877093,Incompleet linker-bundeltakblok,3431,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995034143,4088336,Incomplete left bundle branch block,Condition,MAPS_TO,,etl,1662994248696,
HASH_-5595130150216755449,Junctioneel ritme,3418,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995035281,4140001,ECG: junctional rhythm,Condition,MAPS_TO,,etl,1662994248696,
HASH_4446258778806907838,"ST \\T\\ T-golf afwijkingen, overweeg inferolaterale ischemie",3412,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1663000858600,4327859,Nonspecific ST-T abnormality on electrocardiogram,Condition,MAPS_TO,,,0,
HASH_5676748031135054496,Sinusritme met kort PR,3244,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995041028,4145513,ECG: sinus rhythm,Condition,MAPS_TO,,etl,1662994248696,
HASH_5676748031135054496,Sinusritme met kort PR,3244,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995041028,4171521,Shortened PR interval,Condition,MAPS_TO,,etl,1662994248696,
HASH_-2990261683757528630,"Niet-specifieke ST- en T-afwijkingen , mogelijk digitaliseffect",3055,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995053844,4327859,Nonspecific ST-T abnormality on electrocardiogram,Condition,MAPS_TO,,etl,1662994248696,
HASH_-2990261683757528630,"Niet-specifieke ST- en T-afwijkingen , mogelijk digitaliseffect",3055,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995053844,4091454,Digitalis ECG pattern,Condition,MAPS_TO,,etl,1662994248696,
HASH_-2509373632793033343,"ST \\T\\ T-golf afwijkingen, overweeg anterolaterale ischemie",2994,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1663000858600,4327859,Nonspecific ST-T abnormality on electrocardiogram,Condition,MAPS_TO,,,0,
HASH_5525102152338935410,"ST-afwijkingen, mogelijk digitaliseffect",2977,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1663000858600,4064461,ECG: ST interval abnormal,Condition,MAPS_TO,,etl,1662994248696,
HASH_5525102152338935410,"ST-afwijkingen, mogelijk digitaliseffect",2977,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1663000858600,4091454,Digitalis ECG pattern,Condition,MAPS_TO,,etl,1662994248696,
HASH_6399367215465854663,"T-golf afwijkingen, overweeg anterior ischemie",2917,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995136923,4065390,EKG: T wave abnormal,Condition,MAPS_TO,,etl,1662994248696,
HASH_-129921949931048450,"Lateraal infarct , leeftijd onbepaald",2842,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995143953,4064350,Lateral infarction on electrocardiogram,Condition,MAPS_TO,,etl,1662994248696,
HASH_-5344762384257511071,Sinusritme met frequente premature ventriculaire complexen,2740,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995147102,4145513,ECG: sinus rhythm,Condition,MAPS_TO,,etl,1662994248696,
HASH_-5344762384257511071,Sinusritme met frequente premature ventriculaire complexen,2740,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995147102,4066289,Ventricular premature beats,Condition,MAPS_TO,,etl,1662994248696,
HASH_3158904010858551244,"ST \\T\\ T-golf afwijkingen, overweeg anterior ischemie",2591,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1663000858600,4327859,Nonspecific ST-T abnormality on electrocardiogram,Condition,MAPS_TO,,,0,
HASH_3423014238920712001,"Abnormale QRS-T-hoek, overweeg afwijkingen van primaire T-golf",2565,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995154450,0,Unmapped,,MAPS_TO,,,0,
HASH_4778449460537612619,Sinusritme met fusiecomplexen,2553,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995158341,4145513,ECG: sinus rhythm,Condition,MAPS_TO,,etl,1662994248696,
HASH_4778449460537612619,Sinusritme met fusiecomplexen,2553,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995158341,4029303,Fusion beats,Condition,MAPS_TO,,etl,1662994248696,
HASH_-1351189393242148189,** ** ACUTE MI / STEMI ** **,2500,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1663000858600,4064609,EKG: myocardial infarction,Condition,MAPS_TO,,,0,
HASH_-3463342312068268976,Atrial-sensed ventricular-paced rhythm,2472,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1663000858600,4304202,Rhythm from artificial pacing,Condition,MAPS_TO,,,0,
HASH_7005957890003157424,Atrial-paced rhythm with prolonged AV conduction,2370,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1663000858600,4274333,Atrial rhythm from artificial pacing,Condition,MAPS_TO,,,0,
HASH_7005957890003157424,Atrial-paced rhythm with prolonged AV conduction,2370,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1663000858600,314379,First degree atrioventricular block,Condition,MAPS_TO,,,0,
HASH_3072650444626312323,Atriumfibrilleren met in competitie zijnde  junctionele pacemaker,2358,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995271094,4064452,ECG: atrial fibrillation,Condition,MAPS_TO,,etl,1662994248696,
HASH_3072650444626312323,Atriumfibrilleren met in competitie zijnde  junctionele pacemaker,2358,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995271094,4140001,ECG: junctional rhythm,Condition,MAPS_TO,,etl,1662994248696,
HASH_5760468264689356896,RSR'- of QR-patroon in V1 wijst op vertraging van geleiding in rechter ventrikel,2315,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995276764,4166844,Intraventricular conduction defect,Condition,MAPS_TO,,etl,1662994248696,
HASH_7322419525310349763,Linker-ventrikelhypertrofie,2252,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995278311,4065282,EKG:left ventricle hypertrophy,Condition,MAPS_TO,,etl,1662994248696,
HASH_3205820634049999839,Sinusritme met sinusaritmie,2242,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995279636,4145513,ECG: sinus rhythm,Condition,MAPS_TO,,etl,1662994248696,
HASH_3205820634049999839,Sinusritme met sinusaritmie,2242,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995279636,4141820,ECG: sinus arrhythmia,Condition,MAPS_TO,,etl,1662994248696,
HASH_4918182318696393386,"T-golf afwijkingen, overweeg inferolaterale ischemie",2098,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995284557,4065390,EKG: T wave abnormal,Condition,MAPS_TO,,etl,1662994248696,
HASH_-3603411550896391653,Rechter-atriumvergroting,2040,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995285823,43021828,Right atrial enlargement,Condition,MAPS_TO,,etl,1662994248696,
HASH_-7293071081682588893,"T-golf afwijkingen, overweeg anterolaterale ischemie",1962,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995287463,4065390,EKG: T wave abnormal,Condition,MAPS_TO,,etl,1662994248696,
HASH_-706920772107812985,"Niet-specifieke T-golf afwijkingen , mogelijk digitaliseffect",1911,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995291714,4065390,EKG: T wave abnormal,Condition,MAPS_TO,,etl,1662994248696,
HASH_-706920772107812985,"Niet-specifieke T-golf afwijkingen , mogelijk digitaliseffect",1911,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995291714,4091454,Digitalis ECG pattern,Condition,MAPS_TO,,etl,1662994248696,
HASH_224503259916574869,"Duidelijke ST-afwijkingen, mogelijk inferior subendocardiale acute ischemie",1841,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995294664,4064461,ECG: ST interval abnormal,Condition,MAPS_TO,,etl,1662994248696,
HASH_3090130054774880206,"Ongewone P-as, mogelijk ectopisch atriaal ritme",1760,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995298168,4064876,EKG: P wave abnormal,Condition,MAPS_TO,,etl,1662994248696,
HASH_-8063579843875056127,"Niet-specifieke ST-afwijkingen , mogelijk digitaliseffect",1696,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995301379,4064461,ECG: ST interval abnormal,Condition,MAPS_TO,,etl,1662994248696,
HASH_-8063579843875056127,"Niet-specifieke ST-afwijkingen , mogelijk digitaliseffect",1696,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995301379,4091454,Digitalis ECG pattern,Condition,MAPS_TO,,etl,1662994248696,
HASH_432638115530512112,"ST \\T\\ T-golf afwijkingen, overweeg laterale ischemie of digitaliseffect",1615,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1663000858600,4327859,Nonspecific ST-T abnormality on electrocardiogram,Condition,MAPS_TO,,,0,
HASH_6125179919041565618,"Duidelijke ST-afwijkingen, mogelijk laterale subendocardiale acute ischemie",1529,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995309947,4064461,ECG: ST interval abnormal,Condition,MAPS_TO,,etl,1662994248696,
HASH_2876038364004962029,Sinustachycardie met nu en dan premature ventriculaire complexen,1515,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995312397,4140598,ECG: sinus tachycardia,Condition,MAPS_TO,,etl,1662994248696,
HASH_2876038364004962029,Sinustachycardie met nu en dan premature ventriculaire complexen,1515,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995312397,4066289,Ventricular premature beats,Condition,MAPS_TO,,etl,1662994248696,
HASH_-5359204875425926262,Biatriale vergroting,1509,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1662995313857,40480657,Bilateral enlargement of atria,Condition,MAPS_TO,,etl,1662994248696,
HASH_2650674117211412917,Sinusritme met 1e graads AV-blok met nu en dan premature ventriculaire complexen,1498,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1663000858600,4145513,ECG: sinus rhythm,Condition,MAPS_TO,,etl,1662994248696,
HASH_2650674117211412917,Sinusritme met 1e graads AV-blok met nu en dan premature ventriculaire complexen,1498,,1.00,APPROVED,EQUAL,Stijn Dupulthys,1663000858600,314379,First degree atrioventricular block,Condition,MAPS_TO,,etl,1662994248696,
