sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
AWELL_mutation_status_ICHOM_EGFR_No,No,34,,1.00,APPROVED,EQUAL,Louise,1640078814237,45878245,No,Meas Value,MAPS_TO,,<auto>,1640078407327,
AWELL_ICHOM_TNMPN_pN3,pN3,1,,1.00,APPROVED,EQUAL,Louise,1640078504109,35919336,pN3,Meas Value,MAPS_TO,,<auto>,1640078407352,
AWELL_ICHOM_TNMCM_cMX,cMX,3,,1.00,APPROVED,EQUAL,Louise,1640078465469,35919673,cM0,Meas Value,MAPS_TO,,<auto>,1640078408499,
AWELL_mutation_status_ICHOM_EGFR_Yes,Yes,7,,1.00,APPROVED,EQUAL,Louise,1640079344148,4188539,Yes,Meas Value,MAPS_TO,,Louise,1640079340004,
AWELL_ICHOM_PERFORM_2,2,6,,0.00,APPROVED,EQUAL,Louise,1640078558669,4172043,ECOG performance status - grade 2,Observation,MAPS_TO,,Louise,1640078557965,
AWELL_mutation_status_ICHOM_EGFR_Unknown,Unknown,25,,1.00,APPROVED,EQUAL,Louise,1640079323971,4129922,Unknown,Observation,MAPS_TO,,Louise,1640079318907,
AWELL_mutation_status_ROS_Unknown,Unknown,40,,1.00,APPROVED,EQUAL,Louise,1640079323971,4129922,Unknown,Observation,MAPS_TO,,Louise,1640079318907,
AWELL_ICHOM_TNMMETA_pM1,pM1,1,,1.00,APPROVED,EQUAL,Louise,1640078502333,35919762,pM1,Meas Value,MAPS_TO,,<auto>,1640078407805,
AWELL_ICHOM_TNMCN_cN2,cN2,24,,1.00,APPROVED,EQUAL,Louise,1640078478725,35919167,cN2,Meas Value,MAPS_TO,,<auto>,1640078407820,
AWELL_ICHOM_TNMCN_cN0,cN0,14,,1.00,APPROVED,EQUAL,Louise,1640078477605,35919626,cN0,Meas Value,MAPS_TO,,<auto>,1640078407853,
AWELL_ICHOM_TNMCM_cM1a,cM1a,5,,1.00,APPROVED,EQUAL,Louise,1640078470086,35919827,cM1a,Meas Value,MAPS_TO,,<auto>,1640078407983,
AWELL_mutation_status_BRAF_No,No,39,,1.00,APPROVED,EQUAL,Louise,1640078814237,45878245,No,Meas Value,MAPS_TO,,<auto>,1640078407988,
AWELL_ICHOM_TNMMETA_pM0,pM0,4,,0.75,APPROVED,EQUAL,Stijn Dupulthys,1663165019605,4023593,pM0 category,Condition,MAPS_TO,,<auto>,1640078407997,
AWELL_ICHOM_PERFORM_3,3,1,,0.00,APPROVED,EQUAL,Louise,1640078562156,4174241,ECOG performance status - grade 3,Observation,MAPS_TO,,Louise,1640078561548,
AWELL_mutation_status_ICHOM_ALK_Unknown,Unknown,25,,1.00,APPROVED,EQUAL,Louise,1640079323971,4129922,Unknown,Observation,MAPS_TO,,Louise,1640079318907,
AWELL_ICHOM_TNMMETA_Unknown,Unknown,62,,1.00,APPROVED,EQUAL,Louise,1640079323971,4129922,Unknown,Observation,MAPS_TO,,Louise,1640079318907,
AWELL_mutation_status_KRAS_No,No,27,,1.00,APPROVED,EQUAL,Louise,1640078814237,45878245,No,Meas Value,MAPS_TO,,<auto>,1640078408265,
AWELL_mutation_status_ROS_No,No,26,,1.00,APPROVED,EQUAL,Louise,1640078814237,45878245,No,Meas Value,MAPS_TO,,<auto>,1640078408281,
AWELL_ICHOM_TNMCN_cN1,cN1,2,,1.00,APPROVED,EQUAL,Louise,1640078478021,35919638,cN1,Meas Value,MAPS_TO,,<auto>,1640078408358,
AWELL_ICHOM_PERFORM_1,1,54,,0.00,APPROVED,EQUAL,Louise,1640078555005,4173614,ECOG performance status - grade 1,Observation,MAPS_TO,,Louise,1640078554292,
AWELL_ICHOM_TNMCN_cN3,cN3,17,,1.00,APPROVED,EQUAL,Louise,1640078479637,35919149,cN3,Meas Value,MAPS_TO,,<auto>,1640078408463,
AWELL_ICHOM_TNMCM_cM0,cM0,17,,1.00,APPROVED,EQUAL,Louise,1640078465469,35919673,cM0,Meas Value,MAPS_TO,,<auto>,1640078408499,
AWELL_ICHOM_TNMPT_pT1a,pT1a,1,,1.00,APPROVED,EQUAL,Louise,1640078504597,35919756,pT1a,Meas Value,MAPS_TO,,<auto>,1640078408552,
AWELL_mutation_status_KRAS_Yes,Yes,13,,1.00,APPROVED,EQUAL,Louise,1640079344148,4188539,Yes,Meas Value,MAPS_TO,,Louise,1640079340004,
AWELL_mutation_status_MET_Unknown,Unknown,39,,1.00,APPROVED,EQUAL,Louise,1640079323971,4129922,Unknown,Observation,MAPS_TO,,Louise,1640079318907,
AWELL_ICHOM_TNMCM_Unknown,Unknown,1,,1.00,APPROVED,EQUAL,Louise,1640079323971,4129922,Unknown,Observation,MAPS_TO,,Louise,1640079318907,
AWELL_ICHOM_TNMCT_cT2a,cT2a,5,,1.00,APPROVED,EQUAL,Louise,1640078487517,35919565,cT2a,Meas Value,MAPS_TO,,<auto>,1640078408852,
AWELL_mutation_status_PDL1_No,No,13,,1.00,APPROVED,EQUAL,Louise,1640078814237,45878245,No,Meas Value,MAPS_TO,,<auto>,1640078408889,
AWELL_ICHOM_TNMPT_pT1b,pT1b,1,,1.00,APPROVED,EQUAL,Louise,1640078506015,35919186,pT1b,Meas Value,MAPS_TO,,<auto>,1640078408896,
AWELL_ICHOM_TNMCT_cT4,cT4,21,,1.00,APPROVED,EQUAL,Louise,1640078489845,35919454,cT4,Meas Value,MAPS_TO,,<auto>,1640078408942,
AWELL_ICHOM_TNMCM_cM1,cM1,2,,1.00,APPROVED,EQUAL,Louise,1640078467997,35919824,cM1,Meas Value,MAPS_TO,,<auto>,1640078408978,
AWELL_mutation_status_KRAS_Unknown,Unknown,26,,1.00,APPROVED,EQUAL,Louise,1640079323971,4129922,Unknown,Observation,MAPS_TO,,Louise,1640079318907,
AWELL_mutation_status_MET_No,No,25,,1.00,APPROVED,EQUAL,Louise,1640078814237,45878245,No,Meas Value,MAPS_TO,,<auto>,1640078409164,
AWELL_ICHOM_TNMCT_cT2,cT2,5,,1.00,APPROVED,EQUAL,Louise,1640078485997,35919656,cT2,Meas Value,MAPS_TO,,<auto>,1640078409189,
AWELL_mutation_status_HER2_Yes,Yes,3,,1.00,APPROVED,EQUAL,Louise,1640079344148,4188539,Yes,Meas Value,MAPS_TO,,Louise,1640079340004,
AWELL_ICHOM_TNMPT_Unknown,Unknown,62,,1.00,APPROVED,EQUAL,Louise,1640079323971,4129922,Unknown,Observation,MAPS_TO,,Louise,1640079318907,
AWELL_ICHOM_TNMCT_cT2b,cT2b,3,,1.00,APPROVED,EQUAL,Louise,1640078488084,35919228,cT2b,Meas Value,MAPS_TO,,<auto>,1640078409426,
AWELL_ICHOM_TNMCT_cTX,cTX,7,,1.00,APPROVED,EQUAL,Louise,1640078490868,35919629,cTX,Meas Value,MAPS_TO,,<auto>,1640078409516,
AWELL_mutation_status_MET_Yes,Yes,1,,1.00,APPROVED,EQUAL,Louise,1640079344148,4188539,Yes,Meas Value,MAPS_TO,,Louise,1640079340004,
AWELL_mutation_status_HER2_Unknown,Unknown,26,,1.00,APPROVED,EQUAL,Louise,1640079323971,4129922,Unknown,Observation,MAPS_TO,,Louise,1640079318907,
AWELL_ICHOM_TNMCT_cT3,cT3,16,,1.00,APPROVED,EQUAL,Louise,1640078488893,35919139,cT3,Meas Value,MAPS_TO,,<auto>,1640078409700,
AWELL_ICHOM_TNMCT_cT1b,cT1b,3,,1.00,APPROVED,EQUAL,Louise,1640078482957,35919211,cT1b,Meas Value,MAPS_TO,,<auto>,1640078409770,
AWELL_ICHOM_TNMPN_Unknown,Unknown,61,,1.00,APPROVED,EQUAL,Louise,1640079323971,4129922,Unknown,Observation,MAPS_TO,,Louise,1640079318907,
AWELL_ICHOM_TNMCT_cT1a,cT1a,3,,1.00,APPROVED,EQUAL,Louise,1640078482325,35919897,cT1a,Meas Value,MAPS_TO,,<auto>,1640078409955,
AWELL_ICHOM_HISTOL_Unknown,Unknown,3,,1.00,APPROVED,EQUAL,Louise,1640079323971,4129922,Unknown,Observation,MAPS_TO,,Louise,1640079318907,
AWELL_ICHOM_TNMPT_pT3,pT3,2,,1.00,APPROVED,EQUAL,Louise,1640078506884,35919081,pT3,Meas Value,MAPS_TO,,<auto>,1640078410267,
AWELL_ICHOM_TNMCT_cT1c,cT1c,2,,1.00,APPROVED,EQUAL,Louise,1640078484189,35919333,cT1c,Meas Value,MAPS_TO,,<auto>,1640078410276,
AWELL_ICHOM_HISTOL_Squamous_cell_carcinoma,Squamous cell carcinoma,13,,1.00,APPROVED,EQUAL,Louise,1640079275100,4103543,Squamous cell carcinoma,Observation,MAPS_TO,,<auto>,1640078411196,
AWELL_ICHOM_HISTOL_Adenocarcinoma,Adenocarcinoma,35,,1.00,APPROVED,EQUAL,Louise,1640078587501,4262123,Adenocarcinoma,Observation,MAPS_TO,,Louise,1640078586309,
AWELL_ICHOM_HISTOL_Small-cell_carcinoma,Small-cell carcinoma,11,,0.73,APPROVED,EQUAL,Louise,1640079262131,4252582,Small cell carcinoma,Observation,MAPS_TO,,Louise,1640079261132,
AWELL_ICHOM_INCIDENDATEMETHOD_Pathologic:_Date_specimen_taken,Pathologic: Date specimen taken,65,,0.50,UNCHECKED,UNREVIEWED,,0,40762834,Procedure specimens taken Narrative,Observation,MAPS_TO,,<auto>,1640078411516,
AWELL_malignullt_mesothelioma_detail_Biphasic_mesothelioma,Biphasic mesothelioma,1,,1.00,APPROVED,EQUAL,Louise,1640078772172,4268158,"Mesothelioma, malignant",Observation,MAPS_TO,,Louise,1640078771485,
AWELL_ICHOM_BASISDIAGN_Cytological_assessment,Cytological assessment,18,,0.74,APPROVED,EQUAL,,0,4074221,Cytology diagnosis,Observation,MAPS_TO,,<auto>,1640078412027,
AWELL_ICHOM_HISTOL_Malignullt_mesothelioma,Malignullt mesothelioma,1,,0.71,APPROVED,EQUAL,Louise,1640078796684,4268158,"Mesothelioma, malignant",Observation,MAPS_TO,,Louise,1640078795429,
AWELL_ICHOM_HISTOL_Invasive_mucinous_adenocarcinoma,Invasive mucinous adenocarcinoma,1,,0.83,APPROVED,EQUAL,Stijn Dupulthys,1663165743559,4247921,Mucinous adenocarcinoma,Observation,MAPS_TO,,Stijn Dupulthys,1663165709536,
AWELL_ICHOM_BASISDIAGN_Clinical_assessment,Clinical assessment,3,,1.00,UNCHECKED,UNREVIEWED,,0,36308045,Clinical assessment,Meas Value,MAPS_TO,,<auto>,1640078413761,
AWELL_ICHOM_INCIDENDATEMETHOD_Pathologic:_Date_of_pathology_report,Pathologic: Date of pathology report,1,,0.67,UNCHECKED,UNREVIEWED,,0,4270458,Date of pathology report,Observation,MAPS_TO,,<auto>,1640078413958,
AWELL_ICHOM_HISTOL_Non-small_cell_lung_cancer_(NSCLC)_-_favor_adenocarcinoma,Non-small cell lung cancer (NSCLC) - favor adenocarcinoma,2,,0.62,APPROVED,EQUAL,Louise,1640079178091,4028533,Non-small cell carcinoma,Observation,MAPS_TO,,Louise,1640079176483,
AWELL_ICHOM_BASISDIAGN_Histological_assessment,Histological assessment,47,,0.76,APPROVED,EQUAL,,0,4338116,Pathology diagnosis,Observation,MAPS_TO,,Louise,1640079030937,
