sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
OCH,OCH,1,,0.69,APPROVED,EQUAL,Kim Denturck,1634723452574,38004508,Surgical Oncology,Provider,MAPS_TO,,Kim Denturck,1634723447158,
RTH,RTH,6,,0.74,APPROVED,EQUAL,Kim Denturck,1634725657170,38004181,Radiation Therapy Technologist,Provider,MAPS_TO,,Kim Denturck,1634723629702,
ONC,ONC,302,,0.81,APPROVED,EQUAL,Kim Denturck,1634723949095,38004507,Medical Oncology,Provider,MAPS_TO,,Kim Denturck,1634723946262,
END,END,253,,1.00,APPROVED,EQUAL,Kim Denturck,1634724024392,38004485,Endocrinology,Provider,MAPS_TO,,Kim Denturck,1634724019751,
MDL,MDL,293,,0.76,APPROVED,EQUAL,Kim Denturck,1634724071293,38004455,Gastroenterology,Provider,MAPS_TO,,Kim Denturck,1634724066476,
PSO,PSO,153,,0.80,FLAGGED,EQUAL,Kim Denturck,1634724178575,38004493,Clinical Psychology,Provider,MAPS_TO,,Kim Denturck,1634724149396,
REV,REV,292,,0.71,FLAGGED,EQUAL,Kim Denturck,1634724469044,38004468,Physical Medicine And Rehabilitation,Provider,MAPS_TO,,Kim Denturck,1634724460860,
CTC,CTC,3,,0.96,APPROVED,EQUAL,Kim Denturck,1634729189542,45756830,Thoracic and Cardiac Surgery,Provider,MAPS_TO,,Kim Denturck,1634724526586,
NCH,NCH,54,,0.83,APPROVED,EQUAL,Kim Denturck,1634724631237,38004459,Neurosurgery,Provider,MAPS_TO,,Kim Denturck,1634724627732,
RAD,RAD,79,,0.79,APPROVED,EQUAL,Kim Denturck,1634724701724,45756825,Radiology,Provider,MAPS_TO,,Kim Denturck,1634724698211,
SEH,SEH,698,,0.80,APPROVED,EQUAL,Kim Denturck,1634724786468,38004510,Emergency Medicine,Provider,MAPS_TO,,Kim Denturck,1634724781316,
GEV,GEV,38,,0.75,FLAGGED,EQUAL,Kim Denturck,1634724942124,38004409,Psych / Mental Health Nurse,Provider,MAPS_TO,,Kim Denturck,1634724912097,
KCH,KCH,17,,0.67,APPROVED,EQUAL,Kim Denturck,1634725596090,38004692,Clinical Laboratory,Provider,MAPS_TO,,Kim Denturck,1634725511026,
PSY,PSY,20,,0.68,APPROVED,EQUAL,Kim Denturck,1634728097588,38004469,Psychiatry,Provider,MAPS_TO,,Kim Denturck,1634728092892,
ERG,ERG,185,,1.00,APPROVED,EQUAL,Kim Denturck,1634728193686,38004492,Occupational Therapy,Provider,MAPS_TO,,Kim Denturck,1634728190485,
PAN,PAN,14,,1.00,FLAGGED,EQUAL,Kim Denturck,1634728355478,38004466,Pathology,Provider,MAPS_TO,,Kim Denturck,1634728269285,
KIN,KIN,91,,1.00,APPROVED,EQUAL,Kim Denturck,1634728448191,38004477,Pediatric Medicine,Provider,MAPS_TO,,Kim Denturck,1634728447191,
KAP,KAP,5,,0.73,APPROVED,EQUAL,Kim Denturck,1634728515942,38004477,Pediatric Medicine,Provider,MAPS_TO,,Kim Denturck,1634728510653,
KNO,KNO,79,,1.00,APPROVED,EQUAL,Kim Denturck,1634728688342,38004449,Otolaryngology,Provider,MAPS_TO,,Kim Denturck,1634728682710,
ORTH,ORTH,2,,0.85,APPROVED,EQUAL,Kim Denturck,1634728702166,38003715,Orthoptist,Provider,MAPS_TO,,Kim Denturck,1634728697926,
ANE,ANE,426,,1.00,APPROVED,EQUAL,Kim Denturck,1634728765118,38004450,Anesthesiology,Provider,MAPS_TO,,Kim Denturck,1634728758750,
GGZ,GGZ,55,,0.26,APPROVED,EQUAL,Kim Denturck,1634730412354,45756823,Psychosomatic Medicine,Provider,MAPS_TO,,Kim Denturck,1634730397689,
REU,REU,237,,0.79,APPROVED,EQUAL,Kim Denturck,1634728950502,38004491,Rheumatology,Provider,MAPS_TO,,Kim Denturck,1634728946479,
BAR,BAR,110,,1.00,APPROVED,EQUAL,Kim Denturck,1634729002406,38003864,Obesity (Bariatric) Medicine,Provider,MAPS_TO,,Kim Denturck,1634728997334,
POD,POD,11,,0.79,APPROVED,EQUAL,Kim Denturck,1634729078966,38004486,Podiatry,Provider,MAPS_TO,,Kim Denturck,1634729075062,
ICA,ICA,257,,1.00,APPROVED,EQUAL,Kim Denturck,1634729109526,38004500,Critical care (intensivist),Provider,MAPS_TO,,Kim Denturck,1634729106030,
OOG,OOG,50,,0.74,APPROVED,EQUAL,Kim Denturck,1634729265134,38004463,Ophthalmology,Provider,MAPS_TO,,Kim Denturck,1634729260246,
KAA,KAA,43,,0.83,APPROVED,EQUAL,Kim Denturck,1634729330454,38003826,Oral and Maxillofacial Surgery,Provider,MAPS_TO,,Kim Denturck,1634729325246,
TAN,TAN,1,,1.00,APPROVED,EQUAL,Kim Denturck,1634729381526,903277,Dentistry,Provider,MAPS_TO,,Kim Denturck,1634729377254,
FYS,FYS,214,,0.56,APPROVED,EQUAL,Kim Denturck,1634729423110,38004490,Physical Therapist,Provider,MAPS_TO,,Kim Denturck,1634729418550,
GYN,GYN,298,,0.72,APPROVED,EQUAL,Kim Denturck,1634729452870,38003902,Gynecology,Provider,MAPS_TO,,Kim Denturck,1634729448614,
PAL,PAL,269,,0.83,APPROVED,EQUAL,Kim Denturck,1634729610134,38004462,Hospice And Palliative Care,Provider,MAPS_TO,,Kim Denturck,1634729606078,
MMB,MMB,32,,0.77,APPROVED,EQUAL,Kim Denturck,1634729654990,45756800,Microbiology,Provider,MAPS_TO,,Kim Denturck,1634729651622,
,,44700,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
NEU,NEU,114,,1.00,APPROVED,EQUAL,Kim Denturck,1634729697326,38004458,Neurology,Provider,MAPS_TO,,Kim Denturck,1634729691006,
PYN,PYN,214,,0.81,APPROVED,EQUAL,Kim Denturck,1634729920977,38003836,Pain Anesthesiology,Provider,MAPS_TO,,Kim Denturck,1634729917961,
LOG,LOG,35,,0.56,APPROVED,EQUAL,Kim Denturck,1634730098667,38004460,Speech Language Pathology,Provider,MAPS_TO,,Kim Denturck,1634730097539,
PLA,PLA,14,,0.78,APPROVED,EQUAL,Kim Denturck,1634730154930,38004467,Plastic And Reconstructive Surgery,Provider,MAPS_TO,,Kim Denturck,1634730151040,
DIA,DIA,49,,0.69,APPROVED,EQUAL,Kim Denturck,1634730744275,45756771,"Endocrinology, Diabetes and Metabolism",Provider,MAPS_TO,,Kim Denturck,1634730742963,
